worker_id,condition,q_id,q_index,model_pred,actual_price,final_pred
8f4a946f6fa41c86b365f7ab99ac796c,C3,3,4,0.9,0.8,1.1
35354a9deb534b39286366cc43914eea,C0,3,0,0.9,0.8,0.8
35354a9deb534b39286366cc43914eea,C0,7,1,1.2,1.2,1.1
35354a9deb534b39286366cc43914eea,C0,5,2,0.6,0.5,0.6
35354a9deb534b39286366cc43914eea,C0,4,3,0.6,0.8,0.5
35354a9deb534b39286366cc43914eea,C0,9,4,1.7,2,1.7
59c900843664297992574273ee381c4e,C1,9,0,1.7,2,1.8
59c900843664297992574273ee381c4e,C1,3,1,0.9,0.8,1.1
59c900843664297992574273ee381c4e,C1,7,2,1.2,1.2,1.1
59c900843664297992574273ee381c4e,C1,5,3,0.6,0.5,0.5
59c900843664297992574273ee381c4e,C1,4,4,0.6,0.8,0.5
d86e9facec84b39b8605f59b994292c6,C0,3,0,0.9,0.8,0.8
d86e9facec84b39b8605f59b994292c6,C0,7,1,1.2,1.2,1.4
d86e9facec84b39b8605f59b994292c6,C0,9,2,1.7,2,1.9
d86e9facec84b39b8605f59b994292c6,C0,4,3,0.6,0.8,0.4
d86e9facec84b39b8605f59b994292c6,C0,5,4,0.6,0.5,0.8
5de9b119f5ffef71ad8e82652e1993a6,C2,4,0,0.6,0.8,0.5
5de9b119f5ffef71ad8e82652e1993a6,C2,5,1,0.6,0.5,0.8
5de9b119f5ffef71ad8e82652e1993a6,C2,9,2,1.7,2,1.8
5de9b119f5ffef71ad8e82652e1993a6,C2,3,3,0.9,0.8,1.1
5de9b119f5ffef71ad8e82652e1993a6,C2,7,4,1.2,1.2,1
22c26404e5483a3a38a0e316067413ae,C2,3,0,0.9,0.8,1.2
22c26404e5483a3a38a0e316067413ae,C2,5,1,0.6,0.5,0.7
22c26404e5483a3a38a0e316067413ae,C2,9,2,1.7,2,1.5
22c26404e5483a3a38a0e316067413ae,C2,7,3,1.2,1.2,1.4
22c26404e5483a3a38a0e316067413ae,C2,4,4,0.6,0.8,0.7
7969da73e0f9fb2b6cb0ef38816c1151,C1,5,0,0.6,0.5,0.5
7969da73e0f9fb2b6cb0ef38816c1151,C1,9,1,1.7,2,1.6
7969da73e0f9fb2b6cb0ef38816c1151,C1,7,2,1.2,1.2,1
7969da73e0f9fb2b6cb0ef38816c1151,C1,4,3,0.6,0.8,0.5
7969da73e0f9fb2b6cb0ef38816c1151,C1,3,4,0.9,0.8,0.8
521f59eac823881239e6584309fed315,C2,7,0,1.2,1.2,1.4
521f59eac823881239e6584309fed315,C2,3,1,0.9,0.8,1.2
521f59eac823881239e6584309fed315,C2,5,2,0.6,0.5,0.8
521f59eac823881239e6584309fed315,C2,9,3,1.7,2,2
521f59eac823881239e6584309fed315,C2,4,4,0.6,0.8,0.9
19980f70d758be0aa40566f55132fa76,C2,7,0,1.2,1.2,0.7
19980f70d758be0aa40566f55132fa76,C2,5,1,0.6,0.5,0.5
19980f70d758be0aa40566f55132fa76,C2,9,2,1.7,2,1.3
19980f70d758be0aa40566f55132fa76,C2,4,3,0.6,0.8,0.4
19980f70d758be0aa40566f55132fa76,C2,3,4,0.9,0.8,0.6
9d3e389b015b65725f2f07269dffee1e,C0,7,0,1.2,1.2,1.1
9d3e389b015b65725f2f07269dffee1e,C0,5,1,0.6,0.5,0.5
9d3e389b015b65725f2f07269dffee1e,C0,3,2,0.9,0.8,0.9
9d3e389b015b65725f2f07269dffee1e,C0,9,3,1.7,2,1.5
9d3e389b015b65725f2f07269dffee1e,C0,4,4,0.6,0.8,0.6
00ad89044f456c85b9121f2c8bf9708e,C1,7,0,1.2,1.2,1
00ad89044f456c85b9121f2c8bf9708e,C1,4,1,0.6,0.8,0.5
00ad89044f456c85b9121f2c8bf9708e,C1,5,2,0.6,0.5,0.6
00ad89044f456c85b9121f2c8bf9708e,C1,3,3,0.9,0.8,1
00ad89044f456c85b9121f2c8bf9708e,C1,9,4,1.7,2,1.5
e7a674c50a76b86b869e7f731ee4fa00,C0,9,0,1.7,2,1.3
e7a674c50a76b86b869e7f731ee4fa00,C0,3,1,0.9,0.8,0.8
e7a674c50a76b86b869e7f731ee4fa00,C0,4,2,0.6,0.8,0.7
e7a674c50a76b86b869e7f731ee4fa00,C0,5,3,0.6,0.5,0.5
e7a674c50a76b86b869e7f731ee4fa00,C0,7,4,1.2,1.2,1.1
cd1371407645a7f8f99c00452054a1d0,C1,9,0,1.7,2,1.9
cd1371407645a7f8f99c00452054a1d0,C1,3,1,0.9,0.8,1.5
cd1371407645a7f8f99c00452054a1d0,C1,7,2,1.2,1.2,1.3
cd1371407645a7f8f99c00452054a1d0,C1,4,3,0.6,0.8,0.5
cd1371407645a7f8f99c00452054a1d0,C1,5,4,0.6,0.5,0.5
48cc69afa4ecf7bc97f92fb205f14340,C1,5,0,0.6,0.5,0.8
48cc69afa4ecf7bc97f92fb205f14340,C1,3,1,0.9,0.8,1
48cc69afa4ecf7bc97f92fb205f14340,C1,9,2,1.7,2,1.5
48cc69afa4ecf7bc97f92fb205f14340,C1,7,3,1.2,1.2,1
48cc69afa4ecf7bc97f92fb205f14340,C1,4,4,0.6,0.8,0.5
be83dfc094666ffb50a1afc4a80c20d7,C2,7,0,1.2,1.2,1.5
be83dfc094666ffb50a1afc4a80c20d7,C2,5,1,0.6,0.5,0.8
be83dfc094666ffb50a1afc4a80c20d7,C2,9,2,1.7,2,1.7
be83dfc094666ffb50a1afc4a80c20d7,C2,4,3,0.6,0.8,0.5
be83dfc094666ffb50a1afc4a80c20d7,C2,3,4,0.9,0.8,0.9
2ea402112fd6a57251cd06743fbadd5b,C3,4,0,0.6,0.8,0.4
2ea402112fd6a57251cd06743fbadd5b,C3,3,1,0.9,0.8,1.1
2ea402112fd6a57251cd06743fbadd5b,C3,5,2,0.6,0.5,0.3
2ea402112fd6a57251cd06743fbadd5b,C3,7,3,1.2,1.2,1.3
2ea402112fd6a57251cd06743fbadd5b,C3,9,4,1.7,2,1.6
a6df05ac2436f8de178d9c3dedbcfb2c,C3,7,0,1.2,1.2,1.3
a6df05ac2436f8de178d9c3dedbcfb2c,C3,4,1,0.6,0.8,0.5
a6df05ac2436f8de178d9c3dedbcfb2c,C3,3,2,0.9,0.8,1
a6df05ac2436f8de178d9c3dedbcfb2c,C3,9,3,1.7,2,1.7
a6df05ac2436f8de178d9c3dedbcfb2c,C3,5,4,0.6,0.5,0.7
7250f5892b9967af111cc5c17eddabe2,C2,7,0,1.2,1.2,1.4
7250f5892b9967af111cc5c17eddabe2,C2,9,1,1.7,2,1.6
7250f5892b9967af111cc5c17eddabe2,C2,5,2,0.6,0.5,0.9
7250f5892b9967af111cc5c17eddabe2,C2,4,3,0.6,0.8,0.7
7250f5892b9967af111cc5c17eddabe2,C2,3,4,0.9,0.8,1.2
631cc2136150087aad7637fc230f9a15,C3,3,0,0.9,0.8,0.8
631cc2136150087aad7637fc230f9a15,C3,9,1,1.7,2,1.5
631cc2136150087aad7637fc230f9a15,C3,5,2,0.6,0.5,0.6
631cc2136150087aad7637fc230f9a15,C3,4,3,0.6,0.8,0.7
631cc2136150087aad7637fc230f9a15,C3,7,4,1.2,1.2,1.1
8e084f2b2a9a7c67bf1d1fa62aba70e9,C3,7,0,1.2,1.2,1.3
8e084f2b2a9a7c67bf1d1fa62aba70e9,C3,9,1,1.7,2,1.7
8e084f2b2a9a7c67bf1d1fa62aba70e9,C3,5,2,0.6,0.5,0.6
8e084f2b2a9a7c67bf1d1fa62aba70e9,C3,4,3,0.6,0.8,0.7
8e084f2b2a9a7c67bf1d1fa62aba70e9,C3,3,4,0.9,0.8,0.9
a8dcc50b51749343814fb6977afe806e,C0,9,0,1.7,2,1.4
a8dcc50b51749343814fb6977afe806e,C0,5,1,0.6,0.5,0.9
a8dcc50b51749343814fb6977afe806e,C0,7,2,1.2,1.2,1
a8dcc50b51749343814fb6977afe806e,C0,4,3,0.6,0.8,0.4
a8dcc50b51749343814fb6977afe806e,C0,3,4,0.9,0.8,1
3a7140fade65a342cbed80f17b0d607f,C2,9,0,1.7,2,1.8
3a7140fade65a342cbed80f17b0d607f,C2,4,1,0.6,0.8,0.5
3a7140fade65a342cbed80f17b0d607f,C2,7,2,1.2,1.2,1.4
3a7140fade65a342cbed80f17b0d607f,C2,5,3,0.6,0.5,0.7
3a7140fade65a342cbed80f17b0d607f,C2,3,4,0.9,0.8,0.9
e81e5ff35af4e13da492a9131929c0bb,C3,4,0,0.6,0.8,0.5
e81e5ff35af4e13da492a9131929c0bb,C3,3,1,0.9,0.8,1
e81e5ff35af4e13da492a9131929c0bb,C3,7,2,1.2,1.2,1.2
e81e5ff35af4e13da492a9131929c0bb,C3,9,3,1.7,2,1.6
e81e5ff35af4e13da492a9131929c0bb,C3,5,4,0.6,0.5,0.7
27d9175e9d729354370f9d8212a17b31,C1,5,0,0.6,0.5,0.8
27d9175e9d729354370f9d8212a17b31,C1,7,1,1.2,1.2,1
27d9175e9d729354370f9d8212a17b31,C1,9,2,1.7,2,1.8
27d9175e9d729354370f9d8212a17b31,C1,4,3,0.6,0.8,0.5
27d9175e9d729354370f9d8212a17b31,C1,3,4,0.9,0.8,1
dda5ed15b4960bf8bab2ab1aa8210fe0,C0,3,0,0.9,0.8,1
dda5ed15b4960bf8bab2ab1aa8210fe0,C0,5,1,0.6,0.5,0.4
dda5ed15b4960bf8bab2ab1aa8210fe0,C0,7,2,1.2,1.2,1.4
dda5ed15b4960bf8bab2ab1aa8210fe0,C0,4,3,0.6,0.8,0.7
dda5ed15b4960bf8bab2ab1aa8210fe0,C0,9,4,1.7,2,1.8
7b4ec2ec96f9adf46f08d6fd7e3bdfd7,C3,4,0,0.6,0.8,0.6
7b4ec2ec96f9adf46f08d6fd7e3bdfd7,C3,9,1,1.7,2,2
7b4ec2ec96f9adf46f08d6fd7e3bdfd7,C3,7,2,1.2,1.2,1.6
7b4ec2ec96f9adf46f08d6fd7e3bdfd7,C3,5,3,0.6,0.5,0.6
7b4ec2ec96f9adf46f08d6fd7e3bdfd7,C3,3,4,0.9,0.8,1.2
67a6496019306466dd0752e2522ef30c,C2,7,0,1.2,1.2,1.4
67a6496019306466dd0752e2522ef30c,C2,4,1,0.6,0.8,0.7
67a6496019306466dd0752e2522ef30c,C2,9,2,1.7,2,1.6
67a6496019306466dd0752e2522ef30c,C2,3,3,0.9,0.8,1
67a6496019306466dd0752e2522ef30c,C2,5,4,0.6,0.5,0.7
19ec2f0b670f2590fcc26d26d6317109,C1,3,0,0.9,0.8,0.8
19ec2f0b670f2590fcc26d26d6317109,C1,7,1,1.2,1.2,1.1
19ec2f0b670f2590fcc26d26d6317109,C1,5,2,0.6,0.5,0.7
19ec2f0b670f2590fcc26d26d6317109,C1,4,3,0.6,0.8,0.7
19ec2f0b670f2590fcc26d26d6317109,C1,9,4,1.7,2,1.6
696fe9c2f16b83444d38d0d80a6eaa7d,C0,4,0,0.6,0.8,0.7
696fe9c2f16b83444d38d0d80a6eaa7d,C0,3,1,0.9,0.8,0.8
696fe9c2f16b83444d38d0d80a6eaa7d,C0,7,2,1.2,1.2,1.1
696fe9c2f16b83444d38d0d80a6eaa7d,C0,9,3,1.7,2,1.8
696fe9c2f16b83444d38d0d80a6eaa7d,C0,5,4,0.6,0.5,0.5
cd203a0c986322bf5b94bc4713e7a90f,C3,4,0,0.6,0.8,0.8
cd203a0c986322bf5b94bc4713e7a90f,C3,5,1,0.6,0.5,0.7
cd203a0c986322bf5b94bc4713e7a90f,C3,9,2,1.7,2,1.3
cd203a0c986322bf5b94bc4713e7a90f,C3,3,3,0.9,0.8,1
cd203a0c986322bf5b94bc4713e7a90f,C3,7,4,1.2,1.2,1.3
2b7d5c88593d9152121a79c453e35d98,C0,5,0,0.6,0.5,0.9
2b7d5c88593d9152121a79c453e35d98,C0,3,1,0.9,0.8,0.7
2b7d5c88593d9152121a79c453e35d98,C0,9,2,1.7,2,0.6
2b7d5c88593d9152121a79c453e35d98,C0,4,3,0.6,0.8,0.2
2b7d5c88593d9152121a79c453e35d98,C0,7,4,1.2,1.2,1.6
7f73e1f5baef98110be5469c1591a56b,C1,7,0,1.2,1.2,1
7f73e1f5baef98110be5469c1591a56b,C1,4,1,0.6,0.8,0.7
7f73e1f5baef98110be5469c1591a56b,C1,3,2,0.9,0.8,1.2
7f73e1f5baef98110be5469c1591a56b,C1,9,3,1.7,2,1.6
7f73e1f5baef98110be5469c1591a56b,C1,5,4,0.6,0.5,0.5
bf96f2dd13213a6052a730d0da874f3e,C0,5,0,0.6,0.5,0.7
bf96f2dd13213a6052a730d0da874f3e,C0,4,1,0.6,0.8,0.6
bf96f2dd13213a6052a730d0da874f3e,C0,3,2,0.9,0.8,0.8
bf96f2dd13213a6052a730d0da874f3e,C0,9,3,1.7,2,1.6
bf96f2dd13213a6052a730d0da874f3e,C0,7,4,1.2,1.2,1.2
b9d93e5c6bd6b8b5100449cae3941530,C1,3,0,0.9,0.8,1
b9d93e5c6bd6b8b5100449cae3941530,C1,4,1,0.6,0.8,0.5
b9d93e5c6bd6b8b5100449cae3941530,C1,9,2,1.7,2,1.9
b9d93e5c6bd6b8b5100449cae3941530,C1,5,3,0.6,0.5,0.8
b9d93e5c6bd6b8b5100449cae3941530,C1,7,4,1.2,1.2,1.7
a47be4b770f074ab6dd508aaeb594d28,C0,7,0,1.2,1.2,1.1
a47be4b770f074ab6dd508aaeb594d28,C0,5,1,0.6,0.5,0.5
a47be4b770f074ab6dd508aaeb594d28,C0,9,2,1.7,2,1.7
a47be4b770f074ab6dd508aaeb594d28,C0,4,3,0.6,0.8,0.5
a47be4b770f074ab6dd508aaeb594d28,C0,3,4,0.9,0.8,1
cc52ae439a829d914eb5fcb2a96995ab,C1,9,0,1.7,2,1.9
cc52ae439a829d914eb5fcb2a96995ab,C1,4,1,0.6,0.8,0.8
cc52ae439a829d914eb5fcb2a96995ab,C1,7,2,1.2,1.2,1.5
cc52ae439a829d914eb5fcb2a96995ab,C1,5,3,0.6,0.5,0.5
cc52ae439a829d914eb5fcb2a96995ab,C1,3,4,0.9,0.8,1
cd1b48801971605c11fe4cd005e689e9,C0,7,0,1.2,1.2,1.1
cd1b48801971605c11fe4cd005e689e9,C0,9,1,1.7,2,1.6
cd1b48801971605c11fe4cd005e689e9,C0,3,2,0.9,0.8,0.8
cd1b48801971605c11fe4cd005e689e9,C0,5,3,0.6,0.5,0.3
cd1b48801971605c11fe4cd005e689e9,C0,4,4,0.6,0.8,0.7
91cf96e4e7678723576d9d094724f0b8,C3,9,0,1.7,2,1.6
91cf96e4e7678723576d9d094724f0b8,C3,5,1,0.6,0.5,0.8
91cf96e4e7678723576d9d094724f0b8,C3,3,2,0.9,0.8,0.6
91cf96e4e7678723576d9d094724f0b8,C3,7,3,1.2,1.2,1.3
91cf96e4e7678723576d9d094724f0b8,C3,4,4,0.6,0.8,0.5
6b7f15437a9a72b5ec84b596e332c2a7,C2,9,0,1.7,2,1.9
6b7f15437a9a72b5ec84b596e332c2a7,C2,3,1,0.9,0.8,1.1
6b7f15437a9a72b5ec84b596e332c2a7,C2,4,2,0.6,0.8,0.4
6b7f15437a9a72b5ec84b596e332c2a7,C2,5,3,0.6,0.5,0.5
6b7f15437a9a72b5ec84b596e332c2a7,C2,7,4,1.2,1.2,1.1
01287ffa125f2518d866eb2116abe8a4,C2,3,0,0.9,0.8,1.1
01287ffa125f2518d866eb2116abe8a4,C2,7,1,1.2,1.2,1.1
01287ffa125f2518d866eb2116abe8a4,C2,4,2,0.6,0.8,0.5
01287ffa125f2518d866eb2116abe8a4,C2,9,3,1.7,2,1.8
01287ffa125f2518d866eb2116abe8a4,C2,5,4,0.6,0.5,0.4
12fe368a441e81dbfe4505f4928ea81a,C2,5,0,0.6,0.5,0.8
12fe368a441e81dbfe4505f4928ea81a,C2,9,1,1.7,2,1.8
12fe368a441e81dbfe4505f4928ea81a,C2,3,2,0.9,0.8,0.7
12fe368a441e81dbfe4505f4928ea81a,C2,7,3,1.2,1.2,1
12fe368a441e81dbfe4505f4928ea81a,C2,4,4,0.6,0.8,0.5
d37721886c7e34d764b2e1301ed9dd2b,C1,4,0,0.6,0.8,0.5
d37721886c7e34d764b2e1301ed9dd2b,C1,3,1,0.9,0.8,1.1
d37721886c7e34d764b2e1301ed9dd2b,C1,9,2,1.7,2,1.5
d37721886c7e34d764b2e1301ed9dd2b,C1,7,3,1.2,1.2,1.1
d37721886c7e34d764b2e1301ed9dd2b,C1,5,4,0.6,0.5,0.5
2e112f8181fb5e6491edae3918a51418,C3,4,0,0.6,0.8,0.5
2e112f8181fb5e6491edae3918a51418,C3,5,1,0.6,0.5,0.8
2e112f8181fb5e6491edae3918a51418,C3,7,2,1.2,1.2,1.3
2e112f8181fb5e6491edae3918a51418,C3,9,3,1.7,2,1.9
2e112f8181fb5e6491edae3918a51418,C3,3,4,0.9,0.8,1
ab60601c80f962a57dee8ae027271ca6,C2,4,0,0.6,0.8,0.7
ab60601c80f962a57dee8ae027271ca6,C2,5,1,0.6,0.5,0.8
ab60601c80f962a57dee8ae027271ca6,C2,3,2,0.9,0.8,1.1
ab60601c80f962a57dee8ae027271ca6,C2,9,3,1.7,2,1.1
ab60601c80f962a57dee8ae027271ca6,C2,7,4,1.2,1.2,1.5
4a967cf1111698d856cc3fff51e5e02c,C0,4,0,0.6,0.8,0.6
4a967cf1111698d856cc3fff51e5e02c,C0,5,1,0.6,0.5,0.7
4a967cf1111698d856cc3fff51e5e02c,C0,9,2,1.7,2,1.9
4a967cf1111698d856cc3fff51e5e02c,C0,3,3,0.9,0.8,0.8
4a967cf1111698d856cc3fff51e5e02c,C0,7,4,1.2,1.2,1.4
37cfacf061b743c4958b17bdcaa2b18d,C1,4,0,0.6,0.8,0.7
37cfacf061b743c4958b17bdcaa2b18d,C1,9,1,1.7,2,1.7
37cfacf061b743c4958b17bdcaa2b18d,C1,7,2,1.2,1.2,1.4
37cfacf061b743c4958b17bdcaa2b18d,C1,5,3,0.6,0.5,0.7
37cfacf061b743c4958b17bdcaa2b18d,C1,3,4,0.9,0.8,1
9e410037c6699bf6c76cc8e3fd0c407b,C1,3,0,0.9,0.8,1
9e410037c6699bf6c76cc8e3fd0c407b,C1,5,1,0.6,0.5,0.6
9e410037c6699bf6c76cc8e3fd0c407b,C1,4,2,0.6,0.8,0.5
9e410037c6699bf6c76cc8e3fd0c407b,C1,7,3,1.2,1.2,1.4
9e410037c6699bf6c76cc8e3fd0c407b,C1,9,4,1.7,2,1.6
4175e31471ff26e5fea8b49391c08314,C0,9,0,1.7,2,1.8
4175e31471ff26e5fea8b49391c08314,C0,3,1,0.9,0.8,1
4175e31471ff26e5fea8b49391c08314,C0,7,2,1.2,1.2,1.3
4175e31471ff26e5fea8b49391c08314,C0,5,3,0.6,0.5,0.5
4175e31471ff26e5fea8b49391c08314,C0,4,4,0.6,0.8,0.6
b69b03325c42e71a23985628a27fc807,C1,4,0,0.6,0.8,0.5
b69b03325c42e71a23985628a27fc807,C1,9,1,1.7,2,1.8
b69b03325c42e71a23985628a27fc807,C1,5,2,0.6,0.5,0.5
b69b03325c42e71a23985628a27fc807,C1,3,3,0.9,0.8,1
b69b03325c42e71a23985628a27fc807,C1,7,4,1.2,1.2,1.2
f139f67d02860d213df41ea506892b96,C1,9,0,1.7,2,1
f139f67d02860d213df41ea506892b96,C1,7,1,1.2,1.2,1.3
f139f67d02860d213df41ea506892b96,C1,3,2,0.9,0.8,0.8
f139f67d02860d213df41ea506892b96,C1,5,3,0.6,0.5,0.5
f139f67d02860d213df41ea506892b96,C1,4,4,0.6,0.8,0.5
a691455ad1e532631ab75df5ae49bf53,C0,9,0,1.7,2,1.4
a691455ad1e532631ab75df5ae49bf53,C0,3,1,0.9,0.8,1
a691455ad1e532631ab75df5ae49bf53,C0,4,2,0.6,0.8,0.5
a691455ad1e532631ab75df5ae49bf53,C0,7,3,1.2,1.2,1.5
a691455ad1e532631ab75df5ae49bf53,C0,5,4,0.6,0.5,0.3
096623a8f0a3cb0544a1ebe115bae345,C2,5,0,0.6,0.5,0.7
096623a8f0a3cb0544a1ebe115bae345,C2,4,1,0.6,0.8,0.6
096623a8f0a3cb0544a1ebe115bae345,C2,9,2,1.7,2,1.6
096623a8f0a3cb0544a1ebe115bae345,C2,3,3,0.9,0.8,1
096623a8f0a3cb0544a1ebe115bae345,C2,7,4,1.2,1.2,1.3
ed8457a160308799558125f770b1b5e6,C3,7,0,1.2,1.2,1.1
ed8457a160308799558125f770b1b5e6,C3,5,1,0.6,0.5,0.7
ed8457a160308799558125f770b1b5e6,C3,4,2,0.6,0.8,0.6
ed8457a160308799558125f770b1b5e6,C3,9,3,1.7,2,1.9
ed8457a160308799558125f770b1b5e6,C3,3,4,0.9,0.8,1
5945669e38a69280cae0f24fed48aee6,C1,5,0,0.6,0.5,0.8
5945669e38a69280cae0f24fed48aee6,C1,3,1,0.9,0.8,0.8
5945669e38a69280cae0f24fed48aee6,C1,9,2,1.7,2,1.9
5945669e38a69280cae0f24fed48aee6,C1,7,3,1.2,1.2,1.1
5945669e38a69280cae0f24fed48aee6,C1,4,4,0.6,0.8,0.4
241d2917cc5520a4b50e0cdf54c27316,C1,5,0,0.6,0.5,0.7
241d2917cc5520a4b50e0cdf54c27316,C1,4,1,0.6,0.8,0.5
241d2917cc5520a4b50e0cdf54c27316,C1,9,2,1.7,2,1.4
241d2917cc5520a4b50e0cdf54c27316,C1,3,3,0.9,0.8,1.1
241d2917cc5520a4b50e0cdf54c27316,C1,7,4,1.2,1.2,1.2
92583e07894e9be15da525004931c8fe,C0,7,0,1.2,1.2,1.5
92583e07894e9be15da525004931c8fe,C0,4,1,0.6,0.8,0.5
92583e07894e9be15da525004931c8fe,C0,5,2,0.6,0.5,0.7
92583e07894e9be15da525004931c8fe,C0,9,3,1.7,2,1.8
92583e07894e9be15da525004931c8fe,C0,3,4,0.9,0.8,0.7
efba35484b8ced36ea5d1a9caf21d41a,C1,9,0,1.7,2,1.8
efba35484b8ced36ea5d1a9caf21d41a,C1,3,1,0.9,0.8,1
efba35484b8ced36ea5d1a9caf21d41a,C1,4,2,0.6,0.8,0.6
efba35484b8ced36ea5d1a9caf21d41a,C1,5,3,0.6,0.5,0.8
efba35484b8ced36ea5d1a9caf21d41a,C1,7,4,1.2,1.2,1.3
de3be2980c02008cde5d14c21ad3e595,C0,9,0,1.7,2,1.8
de3be2980c02008cde5d14c21ad3e595,C0,4,1,0.6,0.8,0.7
de3be2980c02008cde5d14c21ad3e595,C0,7,2,1.2,1.2,1.3
de3be2980c02008cde5d14c21ad3e595,C0,3,3,0.9,0.8,1
de3be2980c02008cde5d14c21ad3e595,C0,5,4,0.6,0.5,0.8
152eb2eed84c513991c7402099999953,C3,3,0,0.9,0.8,1
152eb2eed84c513991c7402099999953,C3,7,1,1.2,1.2,1
152eb2eed84c513991c7402099999953,C3,9,2,1.7,2,1.7
152eb2eed84c513991c7402099999953,C3,4,3,0.6,0.8,0.9
152eb2eed84c513991c7402099999953,C3,5,4,0.6,0.5,0.7
fcf36b5b447de48e076d5706a6dda7d3,C2,5,0,0.6,0.5,0.7
fcf36b5b447de48e076d5706a6dda7d3,C2,9,1,1.7,2,1.8
fcf36b5b447de48e076d5706a6dda7d3,C2,7,2,1.2,1.2,1.2
fcf36b5b447de48e076d5706a6dda7d3,C2,4,3,0.6,0.8,0.9
fcf36b5b447de48e076d5706a6dda7d3,C2,3,4,0.9,0.8,0.8
fc60d13975382ab3108831397049da98,C3,9,0,1.7,2,1.9
fc60d13975382ab3108831397049da98,C3,4,1,0.6,0.8,0.7
fc60d13975382ab3108831397049da98,C3,7,2,1.2,1.2,1.6
fc60d13975382ab3108831397049da98,C3,5,3,0.6,0.5,0.6
