worker_id,condition,q_id,model_pred,actual_price,user_init_pred,final_pred,step1_time,step2_time
4784ae012e449d0b470eac35c92624f5,C2,8,1.3,1.6,1.7,1.4,15357,6289
4784ae012e449d0b470eac35c92624f5,C2,4,0.6,0.6,0.9,0.7,11810,5366
4784ae012e449d0b470eac35c92624f5,C2,6,1.3,1,1.3,1.3,3171,4382
4784ae012e449d0b470eac35c92624f5,C2,2,2,2.5,2,2,4907,3591
4784ae012e449d0b470eac35c92624f5,C2,5,0.6,0.8,0.8,0.7,5552,3841
4784ae012e449d0b470eac35c92624f5,C2,9,0.6,0.5,0.9,0.7,6320,3266
4784ae012e449d0b470eac35c92624f5,C2,3,1.6,1.8,1.6,1.6,4402,4013
4784ae012e449d0b470eac35c92624f5,C2,7,1.7,1.7,1.9,1.8,4845,2791
4784ae012e449d0b470eac35c92624f5,C2,10,1.1,0.6,1.2,1.1,4642,3629
4784ae012e449d0b470eac35c92624f5,C2,11,1.5,-1,1.2,1.3,13719,2675
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,4,0.6,0.6,0.5,0.7,9141,100363
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,9,0.6,0.5,0.5,0.7,4038,4624
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,6,1.3,1,0.8,1.5,5957,6312
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,3,1.6,1.8,1.6,1.9,3355,4469
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,5,0.6,0.8,0.8,0.8,3078,10337
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,2,2,2.5,2.8,2.1,4741,4044
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,7,1.7,1.7,1.6,1.7,8559,5167
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,0,1,0.9,1,1,20271,2946
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,1,1.2,1.3,1.3,1.3,3814,4096
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,8,1.3,1.6,1.4,1.4,4871,2198
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,10,1.1,0.6,1.1,1.1,10326,3355
737d7aa3f2a18fa36e52ef7bfc2c1546,C4,11,1.5,-1,1.2,1.4,5045,2739
be04fb522603aca9f0b2bfddbb2f7fa6,C3,2,2,2.5,2.5,2.3,5465,6250
be04fb522603aca9f0b2bfddbb2f7fa6,C3,5,0.6,0.8,0.5,0.5,4581,4653
be04fb522603aca9f0b2bfddbb2f7fa6,C3,1,1.2,1.3,1,1.1,2940,1828
be04fb522603aca9f0b2bfddbb2f7fa6,C3,0,1,0.9,1,1,4944,1640
be04fb522603aca9f0b2bfddbb2f7fa6,C3,9,0.6,0.5,0.7,0.7,4141,2916
be04fb522603aca9f0b2bfddbb2f7fa6,C3,8,1.3,1.6,1.2,1.2,2853,2693
be04fb522603aca9f0b2bfddbb2f7fa6,C3,6,1.3,1,1.1,1.2,6270,1604
be04fb522603aca9f0b2bfddbb2f7fa6,C3,3,1.6,1.8,1.4,1.5,6969,1882
be04fb522603aca9f0b2bfddbb2f7fa6,C3,7,1.7,1.7,1.4,1.6,5082,2653
be04fb522603aca9f0b2bfddbb2f7fa6,C3,4,0.6,0.6,0.7,0.6,5620,2600
be04fb522603aca9f0b2bfddbb2f7fa6,C3,10,1.1,0.6,0.9,1,4936,3286
be04fb522603aca9f0b2bfddbb2f7fa6,C3,11,1.5,-1,1.1,1.3,7357,2443
af7c12217ad8fec24ad7105cd2daf7e6,C1,5,0.6,0.8,0.5,0.6,4817,7316
af7c12217ad8fec24ad7105cd2daf7e6,C1,3,1.6,1.8,1.6,1.6,3135,3632
af7c12217ad8fec24ad7105cd2daf7e6,C1,9,0.6,0.5,0.8,0.7,3955,3258
af7c12217ad8fec24ad7105cd2daf7e6,C1,7,1.7,1.7,1.2,1.6,4500,5179
af7c12217ad8fec24ad7105cd2daf7e6,C1,1,1.2,1.3,1.2,1.2,4113,1815
af7c12217ad8fec24ad7105cd2daf7e6,C1,2,2,2.5,2.3,2.1,5789,3494
af7c12217ad8fec24ad7105cd2daf7e6,C1,6,1.3,1,1.8,1.4,4227,2644
af7c12217ad8fec24ad7105cd2daf7e6,C1,0,1,0.9,0.8,0.9,3216,2471
af7c12217ad8fec24ad7105cd2daf7e6,C1,8,1.3,1.6,1.8,1.4,5827,2352
af7c12217ad8fec24ad7105cd2daf7e6,C1,4,0.6,0.6,0.9,0.7,3119,2329
af7c12217ad8fec24ad7105cd2daf7e6,C1,10,1.2,0.6,0.9,1.1,4927,3258
af7c12217ad8fec24ad7105cd2daf7e6,C1,11,1.5,-1,1,1.4,6868,3449
733639848331fd6aaeca4731e6c5142a,C0,5,0.6,0.8,0.2,0.4,8370,11850
733639848331fd6aaeca4731e6c5142a,C0,2,2,2.5,2.5,2.3,3203,6854
733639848331fd6aaeca4731e6c5142a,C0,4,0.6,0.6,0.6,0.6,3436,9395
733639848331fd6aaeca4731e6c5142a,C0,8,1.3,1.6,1.3,1.3,3389,2971
733639848331fd6aaeca4731e6c5142a,C0,7,1.7,1.7,1.5,1.6,3835,2835
733639848331fd6aaeca4731e6c5142a,C0,1,1.2,1.3,1.5,1.3,2894,2299
733639848331fd6aaeca4731e6c5142a,C0,3,1.6,1.8,1.9,1.8,10231,2799
733639848331fd6aaeca4731e6c5142a,C0,6,1.3,1,1.8,1.5,6116,3375
733639848331fd6aaeca4731e6c5142a,C0,0,1,0.9,0.7,0.9,5007,3222
733639848331fd6aaeca4731e6c5142a,C0,9,0.6,0.5,0.6,0.6,3148,3152
733639848331fd6aaeca4731e6c5142a,C0,10,1.2,0.6,1,1.1,13837,2635
733639848331fd6aaeca4731e6c5142a,C0,11,1.5,-1,1.1,1.3,6906,2860
f09a4e9bd025c1a96bd419a4cbd653fb,C4,9,0.6,0.5,1.2,0.7,7849,8967
f09a4e9bd025c1a96bd419a4cbd653fb,C4,4,0.6,0.6,1.1,0.7,3784,7597
f09a4e9bd025c1a96bd419a4cbd653fb,C4,1,1.2,1.3,1.2,1.2,3973,4147
f09a4e9bd025c1a96bd419a4cbd653fb,C4,0,1,0.9,0.7,1,4795,5397
f09a4e9bd025c1a96bd419a4cbd653fb,C4,5,0.6,0.8,0.5,0.6,4057,3119
f09a4e9bd025c1a96bd419a4cbd653fb,C4,3,1.6,1.8,1.7,1.6,6649,4835
f09a4e9bd025c1a96bd419a4cbd653fb,C4,8,1.3,1.6,1.2,1.3,3759,5262
f09a4e9bd025c1a96bd419a4cbd653fb,C4,2,2,2.5,2.9,2.4,4630,5788
f09a4e9bd025c1a96bd419a4cbd653fb,C4,6,1.3,1,1.2,1.2,4694,4205
f09a4e9bd025c1a96bd419a4cbd653fb,C4,7,1.7,1.7,1.3,1.7,6295,3147
f09a4e9bd025c1a96bd419a4cbd653fb,C4,10,1.1,0.6,0.7,1,5826,3844
f09a4e9bd025c1a96bd419a4cbd653fb,C4,11,1.5,-1,1.4,1.4,4390,4382
7f94200bbdbd4a26b77572ab07cc45e8,C0,2,2,2.5,2.2,2.1,3779,11195
7f94200bbdbd4a26b77572ab07cc45e8,C0,4,0.6,0.6,0.7,0.7,4437,9242
7f94200bbdbd4a26b77572ab07cc45e8,C0,5,0.6,0.8,0.6,0.6,7954,2629
7f94200bbdbd4a26b77572ab07cc45e8,C0,6,1.3,1,1.9,1.5,4797,3719
7f94200bbdbd4a26b77572ab07cc45e8,C0,7,1.7,1.7,1.5,1.6,4173,2630
7f94200bbdbd4a26b77572ab07cc45e8,C0,1,1.2,1.3,1.4,1.3,4625,4067
7f94200bbdbd4a26b77572ab07cc45e8,C0,0,1,0.9,1.1,1.1,7154,2109
7f94200bbdbd4a26b77572ab07cc45e8,C0,9,0.6,0.5,0.8,0.8,7592,5803
7f94200bbdbd4a26b77572ab07cc45e8,C0,3,1.6,1.8,1.5,1.6,2383,3712
7f94200bbdbd4a26b77572ab07cc45e8,C0,8,1.3,1.6,1.7,1.5,11384,3857
7f94200bbdbd4a26b77572ab07cc45e8,C0,10,1.2,0.6,1,1.2,4351,3476
7f94200bbdbd4a26b77572ab07cc45e8,C0,11,1.5,-1,1.2,1.5,10428,3193
a257c79bd8ab4ff2acc0d796487ef246,C1,9,0.6,0.5,0.7,0.6,6050,11164
a257c79bd8ab4ff2acc0d796487ef246,C1,8,1.3,1.6,1.5,1.4,7654,4607
a257c79bd8ab4ff2acc0d796487ef246,C1,0,1,0.9,1.1,1,4867,6814
a257c79bd8ab4ff2acc0d796487ef246,C1,7,1.7,1.7,1.4,1.6,5409,6591
a257c79bd8ab4ff2acc0d796487ef246,C1,6,1.3,1,1.2,1.3,9259,4244
a257c79bd8ab4ff2acc0d796487ef246,C1,1,1.2,1.3,1.3,1.3,9889,4146
a257c79bd8ab4ff2acc0d796487ef246,C1,4,0.6,0.6,0.7,0.7,5531,6589
a257c79bd8ab4ff2acc0d796487ef246,C1,5,0.6,0.8,0.6,0.6,7221,3656
a257c79bd8ab4ff2acc0d796487ef246,C1,3,1.6,1.8,1.2,1.5,4705,4211
a257c79bd8ab4ff2acc0d796487ef246,C1,2,2,2.5,1.9,2,6916,4949
a257c79bd8ab4ff2acc0d796487ef246,C1,10,1.2,0.6,0.9,1.1,4696,8208
a257c79bd8ab4ff2acc0d796487ef246,C1,11,1.5,-1,0.9,1.1,4621,7633
7dba9d3f5c852997d47ca48b91c277f2,C3,5,0.6,0.8,0.7,0.7,7651,8763
7dba9d3f5c852997d47ca48b91c277f2,C3,1,1.2,1.3,1.5,1.3,7364,7298
7dba9d3f5c852997d47ca48b91c277f2,C3,0,1,0.9,1,1,7236,4008
7dba9d3f5c852997d47ca48b91c277f2,C3,9,0.6,0.5,0.8,0.8,9356,4472
7dba9d3f5c852997d47ca48b91c277f2,C3,3,1.6,1.8,1.8,1.7,13123,8316
7dba9d3f5c852997d47ca48b91c277f2,C3,2,2,2.5,2,2,10452,8057
7dba9d3f5c852997d47ca48b91c277f2,C3,8,1.3,1.6,1.7,1.5,8413,7072
7dba9d3f5c852997d47ca48b91c277f2,C3,4,0.6,0.6,0.6,0.6,5789,4664
7dba9d3f5c852997d47ca48b91c277f2,C3,6,1.3,1,1.4,1.4,7729,5589
7dba9d3f5c852997d47ca48b91c277f2,C3,7,1.7,1.7,1.4,1.6,6324,8531
7dba9d3f5c852997d47ca48b91c277f2,C3,10,1.1,0.6,1.2,1.2,8252,4567
7dba9d3f5c852997d47ca48b91c277f2,C3,11,1.5,-1,1.6,1.6,8011,5041
fff1a8bdf187c8b359fdb33def97e21c,C2,8,1.3,1.6,0.8,1,2216,9781
fff1a8bdf187c8b359fdb33def97e21c,C2,1,1.2,1.3,1.3,1.2,5055,4154
fff1a8bdf187c8b359fdb33def97e21c,C2,5,0.6,0.8,0.3,0.4,6365,2744
fff1a8bdf187c8b359fdb33def97e21c,C2,7,1.7,1.7,1.2,1.5,3402,2391
fff1a8bdf187c8b359fdb33def97e21c,C2,4,0.6,0.6,0.7,0.7,6241,2769
fff1a8bdf187c8b359fdb33def97e21c,C2,9,0.6,0.5,0.7,0.7,2945,1906
fff1a8bdf187c8b359fdb33def97e21c,C2,2,2,2.5,2,2,3919,2086
fff1a8bdf187c8b359fdb33def97e21c,C2,6,1.3,1,1.1,1.2,10412,2451
fff1a8bdf187c8b359fdb33def97e21c,C2,3,1.6,1.8,1.2,1.4,2842,2857
fff1a8bdf187c8b359fdb33def97e21c,C2,0,1,0.9,0.8,0.9,2838,2811
fff1a8bdf187c8b359fdb33def97e21c,C2,10,1.1,0.6,1,1,3518,3191
fff1a8bdf187c8b359fdb33def97e21c,C2,11,1.5,-1,1.3,1.4,5916,1934
7464abec5237f3987b08ffb0c23dde62,C2,7,1.7,1.7,2,1.8,8673,35178
7464abec5237f3987b08ffb0c23dde62,C2,3,1.6,1.8,1.4,1.5,5515,6600
7464abec5237f3987b08ffb0c23dde62,C2,0,1,0.9,0.8,1,5269,3905
7464abec5237f3987b08ffb0c23dde62,C2,2,2,2.5,2.9,2.5,8108,5250
7464abec5237f3987b08ffb0c23dde62,C2,9,0.6,0.5,1.3,0.6,4993,6066
7464abec5237f3987b08ffb0c23dde62,C2,8,1.3,1.6,1.8,1.5,3983,5185
7464abec5237f3987b08ffb0c23dde62,C2,5,0.6,0.8,0.4,0.4,9170,6561
7464abec5237f3987b08ffb0c23dde62,C2,4,0.6,0.6,0.6,0.6,9355,6034
7464abec5237f3987b08ffb0c23dde62,C2,6,1.3,1,1.8,1.5,12880,7058
7464abec5237f3987b08ffb0c23dde62,C2,1,1.2,1.3,1.4,1.3,6334,3623
7464abec5237f3987b08ffb0c23dde62,C2,10,1.1,0.6,0.9,1,7503,8002
7464abec5237f3987b08ffb0c23dde62,C2,11,1.5,-1,1.6,1.5,7105,3994
54257a556f1cfcd625088646655dbbfb,C4,1,1.2,1.3,1.2,1.2,4096,16082
54257a556f1cfcd625088646655dbbfb,C4,0,1,0.9,0.9,0.9,4658,6280
54257a556f1cfcd625088646655dbbfb,C4,2,2,2.5,2.1,2.1,4850,4919
54257a556f1cfcd625088646655dbbfb,C4,4,0.6,0.6,0.6,0.6,7423,4608
54257a556f1cfcd625088646655dbbfb,C4,6,1.3,1,1.2,1.2,4503,3904
54257a556f1cfcd625088646655dbbfb,C4,8,1.3,1.6,1.2,1.2,4152,4004
54257a556f1cfcd625088646655dbbfb,C4,5,0.6,0.8,0.3,0.4,7244,7369
54257a556f1cfcd625088646655dbbfb,C4,3,1.6,1.8,1.3,1.4,4503,3938
54257a556f1cfcd625088646655dbbfb,C4,7,1.7,1.7,1.3,1.4,7563,4452
54257a556f1cfcd625088646655dbbfb,C4,9,0.6,0.5,0.7,0.6,4439,3969
54257a556f1cfcd625088646655dbbfb,C4,10,1.1,0.6,0.7,0.8,4869,4228
54257a556f1cfcd625088646655dbbfb,C4,11,1.5,-1,0.9,1,7742,4768
eaf215cab861b9de319aaece905ef894,C1,4,0.6,0.6,0.3,0.7,18596,652773
eaf215cab861b9de319aaece905ef894,C1,6,1.3,1,1.4,1.4,21703,6693
eaf215cab861b9de319aaece905ef894,C1,3,1.6,1.8,0.9,1.3,19518,8144
eaf215cab861b9de319aaece905ef894,C1,9,0.6,0.5,0.4,0.5,17360,4229
eaf215cab861b9de319aaece905ef894,C1,5,0.6,0.8,0.2,0.4,12801,3839
eaf215cab861b9de319aaece905ef894,C1,1,1.2,1.3,1.2,1.2,26124,4932
eaf215cab861b9de319aaece905ef894,C1,2,2,2.5,1.6,1.8,22127,4114
eaf215cab861b9de319aaece905ef894,C1,8,1.3,1.6,1.3,1.3,24418,3038
eaf215cab861b9de319aaece905ef894,C1,7,1.7,1.7,1.5,1.6,18447,3174
eaf215cab861b9de319aaece905ef894,C1,0,1,0.9,0.4,0.9,20802,6102
eaf215cab861b9de319aaece905ef894,C1,10,1.2,0.6,0.8,1,20030,3968
eaf215cab861b9de319aaece905ef894,C1,11,1.5,-1,1.1,1.3,14128,3905
0521b8e60dc05f9ca776dad165de2ce1,C0,6,1.3,1,1.3,1.3,7052,6104
0521b8e60dc05f9ca776dad165de2ce1,C0,8,1.3,1.6,1.3,1.3,3438,7949
0521b8e60dc05f9ca776dad165de2ce1,C0,0,1,0.9,1,1,5017,5517
0521b8e60dc05f9ca776dad165de2ce1,C0,4,0.6,0.6,1,0.6,3038,4755
0521b8e60dc05f9ca776dad165de2ce1,C0,9,0.6,0.5,0.8,0.6,8706,2318
0521b8e60dc05f9ca776dad165de2ce1,C0,7,1.7,1.7,1.3,1.7,5510,3403
0521b8e60dc05f9ca776dad165de2ce1,C0,1,1.2,1.3,1.4,1.2,3910,3358
0521b8e60dc05f9ca776dad165de2ce1,C0,3,1.6,1.8,1.4,1.6,7882,2893
0521b8e60dc05f9ca776dad165de2ce1,C0,5,0.6,0.8,0.6,0.6,4760,1908
0521b8e60dc05f9ca776dad165de2ce1,C0,2,2,2.5,2.7,2,4323,2899
0521b8e60dc05f9ca776dad165de2ce1,C0,10,1.2,0.6,1.2,1.2,6936,1703
0521b8e60dc05f9ca776dad165de2ce1,C0,11,1.5,-1,1.2,1.5,5726,2094
7087adeb994415605e936bd1bf84e8d1,C2,3,1.6,1.8,1.4,1.5,17276,10016
7087adeb994415605e936bd1bf84e8d1,C2,4,0.6,0.6,0.7,0.6,9903,10249
7087adeb994415605e936bd1bf84e8d1,C2,0,1,0.9,1.2,1.1,12304,9591
7087adeb994415605e936bd1bf84e8d1,C2,6,1.3,1,1.4,1.3,11163,5773
7087adeb994415605e936bd1bf84e8d1,C2,9,0.6,0.5,0.7,0.7,16659,5143
7087adeb994415605e936bd1bf84e8d1,C2,8,1.3,1.6,1.2,1.3,12948,4872
7087adeb994415605e936bd1bf84e8d1,C2,5,0.6,0.8,0.6,0.6,10066,7386
7087adeb994415605e936bd1bf84e8d1,C2,7,1.7,1.7,2,1.8,14564,6404
7087adeb994415605e936bd1bf84e8d1,C2,2,2,2.5,2.4,2.2,19339,7326
7087adeb994415605e936bd1bf84e8d1,C2,1,1.2,1.3,1.2,1.2,10324,3213
7087adeb994415605e936bd1bf84e8d1,C2,10,1.1,0.6,0.9,1,18287,2905
7087adeb994415605e936bd1bf84e8d1,C2,11,1.5,-1,0.9,1.3,7964,6255
d7183b71f0c3b6cff5b8991734cb4330,C1,2,2,2.5,2.7,2.2,4349,9549
d7183b71f0c3b6cff5b8991734cb4330,C1,4,0.6,0.6,0.9,0.7,2980,3719
d7183b71f0c3b6cff5b8991734cb4330,C1,1,1.2,1.3,1.4,1.2,2246,2824
d7183b71f0c3b6cff5b8991734cb4330,C1,6,1.3,1,2.1,1.3,2957,2404
d7183b71f0c3b6cff5b8991734cb4330,C1,7,1.7,1.7,1.5,1.5,2804,2972
d7183b71f0c3b6cff5b8991734cb4330,C1,0,1,0.9,1.1,1,2991,3593
d7183b71f0c3b6cff5b8991734cb4330,C1,3,1.6,1.8,2.3,2,6913,3949
d7183b71f0c3b6cff5b8991734cb4330,C1,5,0.6,0.8,0.8,0.6,2432,2244
d7183b71f0c3b6cff5b8991734cb4330,C1,9,0.6,0.5,1,0.6,5384,2551
d7183b71f0c3b6cff5b8991734cb4330,C1,8,1.3,1.6,1,1.3,3031,6321
d7183b71f0c3b6cff5b8991734cb4330,C1,10,1.2,0.6,1.4,1.3,3035,2621
d7183b71f0c3b6cff5b8991734cb4330,C1,11,1.5,-1,1.6,1.5,3821,2263
