worker_id,condition,q_id,model_pred,actual_price,final_pred
679238d486fd47e05d7b1472b0a8d443,C3,0,80000,80000,70000
37f2eb98aa2d8966a7ab305bdf29d613,C0,3,90000,80000,100000
37f2eb98aa2d8966a7ab305bdf29d613,C0,6,240000,290000,220000
37f2eb98aa2d8966a7ab305bdf29d613,C0,8,60000,80000,50000
37f2eb98aa2d8966a7ab305bdf29d613,C0,0,80000,80000,90000
37f2eb98aa2d8966a7ab305bdf29d613,C0,5,60000,50000,70000
37f2eb98aa2d8966a7ab305bdf29d613,C0,2,90000,60000,80000
37f2eb98aa2d8966a7ab305bdf29d613,C0,7,120000,120000,130000
37f2eb98aa2d8966a7ab305bdf29d613,C0,9,170000,200000,180000
37f2eb98aa2d8966a7ab305bdf29d613,C0,1,60000,70000,70000
37f2eb98aa2d8966a7ab305bdf29d613,C0,4,60000,80000,70000
5aff9c95cb191e6e8f79dfebe7711976,C4,0,80000,80000,100000
5aff9c95cb191e6e8f79dfebe7711976,C4,3,90000,80000,130000
5aff9c95cb191e6e8f79dfebe7711976,C4,9,170000,200000,140000
5aff9c95cb191e6e8f79dfebe7711976,C4,7,120000,120000,160000
5aff9c95cb191e6e8f79dfebe7711976,C4,4,60000,80000,50000
5aff9c95cb191e6e8f79dfebe7711976,C4,8,60000,80000,70000
5aff9c95cb191e6e8f79dfebe7711976,C4,1,60000,70000,80000
5aff9c95cb191e6e8f79dfebe7711976,C4,2,90000,60000,80000
5aff9c95cb191e6e8f79dfebe7711976,C4,6,240000,290000,200000
5aff9c95cb191e6e8f79dfebe7711976,C4,5,60000,50000,70000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,6,240000,290000,260000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,1,60000,70000,70000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,0,80000,80000,100000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,5,60000,50000,50000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,3,90000,80000,110000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,2,90000,60000,100000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,4,60000,80000,50000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,8,60000,80000,40000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,9,170000,200000,200000
7f7d07439ccb69cca0dbcee0c52f0a06,C2,7,120000,120000,140000
e595cdeb5809b113b18a6f2a617f43e7,C2,4,60000,80000,50000
e595cdeb5809b113b18a6f2a617f43e7,C2,8,60000,80000,70000
e595cdeb5809b113b18a6f2a617f43e7,C2,0,80000,80000,100000
e595cdeb5809b113b18a6f2a617f43e7,C2,6,240000,290000,250000
e595cdeb5809b113b18a6f2a617f43e7,C2,3,90000,80000,100000
e595cdeb5809b113b18a6f2a617f43e7,C2,1,60000,70000,50000
e595cdeb5809b113b18a6f2a617f43e7,C2,2,90000,60000,100000
e595cdeb5809b113b18a6f2a617f43e7,C2,7,120000,120000,140000
e595cdeb5809b113b18a6f2a617f43e7,C2,5,60000,50000,60000
e595cdeb5809b113b18a6f2a617f43e7,C2,9,170000,200000,190000
74b38bf3402a1e13c1dbfcdba6045e66,C4,4,60000,80000,60000
74b38bf3402a1e13c1dbfcdba6045e66,C4,2,90000,60000,110000
74b38bf3402a1e13c1dbfcdba6045e66,C4,3,90000,80000,80000
74b38bf3402a1e13c1dbfcdba6045e66,C4,7,120000,120000,110000
74b38bf3402a1e13c1dbfcdba6045e66,C4,1,60000,70000,50000
74b38bf3402a1e13c1dbfcdba6045e66,C4,0,80000,80000,80000
74b38bf3402a1e13c1dbfcdba6045e66,C4,9,170000,200000,120000
74b38bf3402a1e13c1dbfcdba6045e66,C4,5,60000,50000,80000
74b38bf3402a1e13c1dbfcdba6045e66,C4,6,240000,290000,220000
74b38bf3402a1e13c1dbfcdba6045e66,C4,8,60000,80000,70000
baa7fe586b5cdb26920256f3aa971044,C0,5,60000,50000,60000
baa7fe586b5cdb26920256f3aa971044,C0,0,80000,80000,80000
baa7fe586b5cdb26920256f3aa971044,C0,9,170000,200000,180000
baa7fe586b5cdb26920256f3aa971044,C0,2,90000,60000,100000
baa7fe586b5cdb26920256f3aa971044,C0,8,60000,80000,60000
baa7fe586b5cdb26920256f3aa971044,C0,4,60000,80000,50000
baa7fe586b5cdb26920256f3aa971044,C0,7,120000,120000,130000
baa7fe586b5cdb26920256f3aa971044,C0,6,240000,290000,250000
baa7fe586b5cdb26920256f3aa971044,C0,1,60000,70000,60000
baa7fe586b5cdb26920256f3aa971044,C0,3,90000,80000,100000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,6,240000,290000,220000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,0,80000,80000,90000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,3,90000,80000,90000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,2,90000,60000,90000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,5,60000,50000,50000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,9,170000,200000,200000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,1,60000,70000,50000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,7,120000,120000,130000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,8,60000,80000,50000
7c111d8e6c3f1d69f23b8bf539b42d72,C3,4,60000,80000,60000
5ae7acc7790873897266bc4645f17764,C1,5,60000,50000,150000
5ae7acc7790873897266bc4645f17764,C1,2,90000,60000,100000
5ae7acc7790873897266bc4645f17764,C1,3,90000,80000,130000
5ae7acc7790873897266bc4645f17764,C1,4,60000,80000,150000
5ae7acc7790873897266bc4645f17764,C1,8,60000,80000,140000
5ae7acc7790873897266bc4645f17764,C1,9,170000,200000,150000
5ae7acc7790873897266bc4645f17764,C1,7,120000,120000,150000
5ae7acc7790873897266bc4645f17764,C1,6,240000,290000,140000
5ae7acc7790873897266bc4645f17764,C1,0,80000,80000,110000
5ae7acc7790873897266bc4645f17764,C1,1,60000,70000,100000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,8,60000,80000,50000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,0,80000,80000,140000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,4,60000,80000,70000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,5,60000,50000,60000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,6,240000,290000,230000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,3,90000,80000,110000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,1,60000,70000,60000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,2,90000,60000,110000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,7,120000,120000,150000
909f2fdaffcd32b4c7fa789e9cc31f39,C0,9,170000,200000,180000
8278881b18f3a2bf00e59889c8c1b407,C2,2,90000,60000,100000
8278881b18f3a2bf00e59889c8c1b407,C2,6,240000,290000,260000
8278881b18f3a2bf00e59889c8c1b407,C2,1,60000,70000,50000
8278881b18f3a2bf00e59889c8c1b407,C2,0,80000,80000,70000
8278881b18f3a2bf00e59889c8c1b407,C2,9,170000,200000,160000
8278881b18f3a2bf00e59889c8c1b407,C2,8,60000,80000,50000
8278881b18f3a2bf00e59889c8c1b407,C2,4,60000,80000,60000
8278881b18f3a2bf00e59889c8c1b407,C2,7,120000,120000,110000
8278881b18f3a2bf00e59889c8c1b407,C2,5,60000,50000,50000
8278881b18f3a2bf00e59889c8c1b407,C2,3,90000,80000,100000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,6,240000,290000,200000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,1,60000,70000,100000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,4,60000,80000,40000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,3,90000,80000,100000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,5,60000,50000,110000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,8,60000,80000,70000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,0,80000,80000,80000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,9,170000,200000,170000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,2,90000,60000,80000
f1ff6b30bf367bfd82372bdbf81de7c3,C3,7,120000,120000,100000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,5,60000,50000,20000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,3,90000,80000,100000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,4,60000,80000,60000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,7,120000,120000,110000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,1,60000,70000,30000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,8,60000,80000,70000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,6,240000,290000,150000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,2,90000,60000,130000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,9,170000,200000,90000
eba80f9f33546a9bb96e9f5e3ca5b23d,C4,0,80000,80000,170000
c58ebce25bc6fa001895391ce911e25c,C3,5,60000,50000,70000
c58ebce25bc6fa001895391ce911e25c,C3,4,60000,80000,50000
c58ebce25bc6fa001895391ce911e25c,C3,3,90000,80000,90000
c58ebce25bc6fa001895391ce911e25c,C3,8,60000,80000,50000
c58ebce25bc6fa001895391ce911e25c,C3,6,240000,290000,240000
c58ebce25bc6fa001895391ce911e25c,C3,9,170000,200000,150000
c58ebce25bc6fa001895391ce911e25c,C3,2,90000,60000,100000
c58ebce25bc6fa001895391ce911e25c,C3,1,60000,70000,80000
c58ebce25bc6fa001895391ce911e25c,C3,7,120000,120000,140000
c58ebce25bc6fa001895391ce911e25c,C3,0,80000,80000,90000
3dafd48bb5b0e266208554423100c01b,C2,7,120000,120000,120000
3dafd48bb5b0e266208554423100c01b,C2,0,80000,80000,70000
3dafd48bb5b0e266208554423100c01b,C2,6,240000,290000,220000
3dafd48bb5b0e266208554423100c01b,C2,8,60000,80000,70000
3dafd48bb5b0e266208554423100c01b,C2,2,90000,60000,90000
3dafd48bb5b0e266208554423100c01b,C2,1,60000,70000,50000
3dafd48bb5b0e266208554423100c01b,C2,4,60000,80000,70000
3dafd48bb5b0e266208554423100c01b,C2,5,60000,50000,20000
3dafd48bb5b0e266208554423100c01b,C2,9,170000,200000,160000
3dafd48bb5b0e266208554423100c01b,C2,3,90000,80000,100000
536cdc2976cd9f9523c06e0be1345830,C0,0,80000,80000,70000
536cdc2976cd9f9523c06e0be1345830,C0,6,240000,290000,230000
536cdc2976cd9f9523c06e0be1345830,C0,1,60000,70000,60000
536cdc2976cd9f9523c06e0be1345830,C0,4,60000,80000,70000
536cdc2976cd9f9523c06e0be1345830,C0,8,60000,80000,70000
536cdc2976cd9f9523c06e0be1345830,C0,5,60000,50000,70000
536cdc2976cd9f9523c06e0be1345830,C0,3,90000,80000,80000
536cdc2976cd9f9523c06e0be1345830,C0,7,120000,120000,130000
536cdc2976cd9f9523c06e0be1345830,C0,9,170000,200000,170000
536cdc2976cd9f9523c06e0be1345830,C0,2,90000,60000,80000
6578422e79b26f153521de039c631d12,C2,7,120000,120000,130000
6578422e79b26f153521de039c631d12,C2,0,80000,80000,80000
6578422e79b26f153521de039c631d12,C2,8,60000,80000,60000
6578422e79b26f153521de039c631d12,C2,1,60000,70000,60000
6578422e79b26f153521de039c631d12,C2,3,90000,80000,100000
6578422e79b26f153521de039c631d12,C2,6,240000,290000,240000
6578422e79b26f153521de039c631d12,C2,2,90000,60000,80000
6578422e79b26f153521de039c631d12,C2,9,170000,200000,170000
6578422e79b26f153521de039c631d12,C2,4,60000,80000,60000
6578422e79b26f153521de039c631d12,C2,5,60000,50000,60000
414d26b6620fe1bb419268e829d1f27f,C3,3,90000,80000,100000
414d26b6620fe1bb419268e829d1f27f,C3,4,60000,80000,60000
414d26b6620fe1bb419268e829d1f27f,C3,5,60000,50000,50000
414d26b6620fe1bb419268e829d1f27f,C3,1,60000,70000,50000
414d26b6620fe1bb419268e829d1f27f,C3,9,170000,200000,180000
414d26b6620fe1bb419268e829d1f27f,C3,7,120000,120000,110000
414d26b6620fe1bb419268e829d1f27f,C3,2,90000,60000,90000
414d26b6620fe1bb419268e829d1f27f,C3,0,80000,80000,70000
414d26b6620fe1bb419268e829d1f27f,C3,8,60000,80000,40000
414d26b6620fe1bb419268e829d1f27f,C3,6,240000,290000,250000
a4dc26f50ab83011375e9ff8b3b9da49,C4,4,60000,80000,30000
a4dc26f50ab83011375e9ff8b3b9da49,C4,6,240000,290000,160000
a4dc26f50ab83011375e9ff8b3b9da49,C4,3,90000,80000,100000
a4dc26f50ab83011375e9ff8b3b9da49,C4,5,60000,50000,60000
a4dc26f50ab83011375e9ff8b3b9da49,C4,8,60000,80000,70000
a4dc26f50ab83011375e9ff8b3b9da49,C4,9,170000,200000,140000
a4dc26f50ab83011375e9ff8b3b9da49,C4,7,120000,120000,190000
a4dc26f50ab83011375e9ff8b3b9da49,C4,2,90000,60000,110000
a4dc26f50ab83011375e9ff8b3b9da49,C4,1,60000,70000,60000
a4dc26f50ab83011375e9ff8b3b9da49,C4,0,80000,80000,90000
9bda4680abf56abbff04b428b4ce0769,C0,3,90000,80000,80000
9bda4680abf56abbff04b428b4ce0769,C0,5,60000,50000,40000
9bda4680abf56abbff04b428b4ce0769,C0,7,120000,120000,90000
9bda4680abf56abbff04b428b4ce0769,C0,9,170000,200000,150000
9bda4680abf56abbff04b428b4ce0769,C0,8,60000,80000,50000
9bda4680abf56abbff04b428b4ce0769,C0,1,60000,70000,50000
9bda4680abf56abbff04b428b4ce0769,C0,0,80000,80000,80000
9bda4680abf56abbff04b428b4ce0769,C0,4,60000,80000,50000
9bda4680abf56abbff04b428b4ce0769,C0,2,90000,60000,110000
9bda4680abf56abbff04b428b4ce0769,C0,6,240000,290000,190000
3558b93c5d6d4793425a126db8a3a934,C1,5,60000,50000,70000
3558b93c5d6d4793425a126db8a3a934,C1,9,170000,200000,150000
3558b93c5d6d4793425a126db8a3a934,C1,2,90000,60000,70000
3558b93c5d6d4793425a126db8a3a934,C1,0,80000,80000,70000
3558b93c5d6d4793425a126db8a3a934,C1,1,60000,70000,50000
3558b93c5d6d4793425a126db8a3a934,C1,6,240000,290000,270000
3558b93c5d6d4793425a126db8a3a934,C1,8,60000,80000,40000
3558b93c5d6d4793425a126db8a3a934,C1,3,90000,80000,70000
3558b93c5d6d4793425a126db8a3a934,C1,7,120000,120000,150000
3558b93c5d6d4793425a126db8a3a934,C1,4,60000,80000,50000
20cb8a53bc861943f69118d02685c2ad,C2,0,80000,80000,90000
20cb8a53bc861943f69118d02685c2ad,C2,3,90000,80000,100000
20cb8a53bc861943f69118d02685c2ad,C2,1,60000,70000,50000
20cb8a53bc861943f69118d02685c2ad,C2,4,60000,80000,70000
20cb8a53bc861943f69118d02685c2ad,C2,2,90000,60000,80000
20cb8a53bc861943f69118d02685c2ad,C2,6,240000,290000,250000
20cb8a53bc861943f69118d02685c2ad,C2,7,120000,120000,110000
20cb8a53bc861943f69118d02685c2ad,C2,5,60000,50000,40000
20cb8a53bc861943f69118d02685c2ad,C2,8,60000,80000,50000
20cb8a53bc861943f69118d02685c2ad,C2,9,170000,200000,150000
d92b4345d1a2e28a33234173dc7797b8,C4,5,60000,50000,10000
d92b4345d1a2e28a33234173dc7797b8,C4,9,170000,200000,100000
d92b4345d1a2e28a33234173dc7797b8,C4,4,60000,80000,100000
d92b4345d1a2e28a33234173dc7797b8,C4,6,240000,290000,300000
d92b4345d1a2e28a33234173dc7797b8,C4,0,80000,80000,100000
d92b4345d1a2e28a33234173dc7797b8,C4,2,90000,60000,200000
d92b4345d1a2e28a33234173dc7797b8,C4,3,90000,80000,100000
d92b4345d1a2e28a33234173dc7797b8,C4,1,60000,70000,80000
d92b4345d1a2e28a33234173dc7797b8,C4,7,120000,120000,200000
d92b4345d1a2e28a33234173dc7797b8,C4,8,60000,80000,20000
7eccad71b20ff83e75f8fa6532eae3c9,C1,0,80000,80000,90000
7eccad71b20ff83e75f8fa6532eae3c9,C1,9,170000,200000,180000
7eccad71b20ff83e75f8fa6532eae3c9,C1,4,60000,80000,60000
7eccad71b20ff83e75f8fa6532eae3c9,C1,8,60000,80000,70000
7eccad71b20ff83e75f8fa6532eae3c9,C1,5,60000,50000,50000
7eccad71b20ff83e75f8fa6532eae3c9,C1,7,120000,120000,130000
7eccad71b20ff83e75f8fa6532eae3c9,C1,2,90000,60000,90000
7eccad71b20ff83e75f8fa6532eae3c9,C1,1,60000,70000,50000
7eccad71b20ff83e75f8fa6532eae3c9,C1,3,90000,80000,100000
7eccad71b20ff83e75f8fa6532eae3c9,C1,6,240000,290000,260000
9a419b87633a97d13c7855c71c60b159,C0,4,60000,80000,60000
9a419b87633a97d13c7855c71c60b159,C0,7,120000,120000,130000
9a419b87633a97d13c7855c71c60b159,C0,9,170000,200000,160000
9a419b87633a97d13c7855c71c60b159,C0,5,60000,50000,80000
9a419b87633a97d13c7855c71c60b159,C0,3,90000,80000,90000
9a419b87633a97d13c7855c71c60b159,C0,8,60000,80000,60000
9a419b87633a97d13c7855c71c60b159,C0,0,80000,80000,90000
9a419b87633a97d13c7855c71c60b159,C0,6,240000,290000,240000
9a419b87633a97d13c7855c71c60b159,C0,1,60000,70000,70000
9a419b87633a97d13c7855c71c60b159,C0,2,90000,60000,100000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,9,170000,200000,160000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,7,120000,120000,130000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,8,60000,80000,60000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,6,240000,290000,230000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,2,90000,60000,110000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,3,90000,80000,80000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,5,60000,50000,40000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,0,80000,80000,50000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,4,60000,80000,40000
9c2dff262fd5b2c588048a8f3bbecdc7,C0,1,60000,70000,60000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,9,170000,200000,130000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,0,80000,80000,110000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,1,60000,70000,90000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,3,90000,80000,110000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,8,60000,80000,50000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,2,90000,60000,110000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,4,60000,80000,70000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,7,120000,120000,90000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,5,60000,50000,30000
f6aa7c5a8f62c3e2ff9f05ca5277ec39,C4,6,240000,290000,210000
cfa4e9de041a7b478611869640788126,C2,0,80000,80000,70000
cfa4e9de041a7b478611869640788126,C2,6,240000,290000,220000
cfa4e9de041a7b478611869640788126,C2,3,90000,80000,100000
cfa4e9de041a7b478611869640788126,C2,7,120000,120000,130000
cfa4e9de041a7b478611869640788126,C2,4,60000,80000,70000
cfa4e9de041a7b478611869640788126,C2,1,60000,70000,60000
cfa4e9de041a7b478611869640788126,C2,5,60000,50000,40000
cfa4e9de041a7b478611869640788126,C2,9,170000,200000,180000
cfa4e9de041a7b478611869640788126,C2,2,90000,60000,100000
cfa4e9de041a7b478611869640788126,C2,8,60000,80000,50000
de99574d04fe0ecfc0ce6faf7a90d783,C4,3,90000,80000,60000
de99574d04fe0ecfc0ce6faf7a90d783,C4,8,60000,80000,60000
de99574d04fe0ecfc0ce6faf7a90d783,C4,7,120000,120000,80000
de99574d04fe0ecfc0ce6faf7a90d783,C4,6,240000,290000,190000
de99574d04fe0ecfc0ce6faf7a90d783,C4,5,60000,50000,50000
de99574d04fe0ecfc0ce6faf7a90d783,C4,9,170000,200000,120000
de99574d04fe0ecfc0ce6faf7a90d783,C4,2,90000,60000,80000
de99574d04fe0ecfc0ce6faf7a90d783,C4,4,60000,80000,50000
de99574d04fe0ecfc0ce6faf7a90d783,C4,1,60000,70000,80000
de99574d04fe0ecfc0ce6faf7a90d783,C4,0,80000,80000,60000
19776d14e6078b84c39859fbb75078f5,C0,9,170000,200000,160000
19776d14e6078b84c39859fbb75078f5,C0,7,120000,120000,110000
19776d14e6078b84c39859fbb75078f5,C0,0,80000,80000,70000
19776d14e6078b84c39859fbb75078f5,C0,8,60000,80000,60000
19776d14e6078b84c39859fbb75078f5,C0,6,240000,290000,250000
19776d14e6078b84c39859fbb75078f5,C0,2,90000,60000,80000
19776d14e6078b84c39859fbb75078f5,C0,4,60000,80000,50000
19776d14e6078b84c39859fbb75078f5,C0,1,60000,70000,50000
19776d14e6078b84c39859fbb75078f5,C0,5,60000,50000,40000
19776d14e6078b84c39859fbb75078f5,C0,3,90000,80000,80000
e7f99defe8b94ab886a989b469360e8a,C2,7,120000,120000,120000
e7f99defe8b94ab886a989b469360e8a,C2,3,90000,80000,90000
e7f99defe8b94ab886a989b469360e8a,C2,2,90000,60000,90000
e7f99defe8b94ab886a989b469360e8a,C2,5,60000,50000,60000
e7f99defe8b94ab886a989b469360e8a,C2,4,60000,80000,60000
e7f99defe8b94ab886a989b469360e8a,C2,9,170000,200000,170000
e7f99defe8b94ab886a989b469360e8a,C2,8,60000,80000,90000
e7f99defe8b94ab886a989b469360e8a,C2,1,60000,70000,80000
e7f99defe8b94ab886a989b469360e8a,C2,0,80000,80000,80000
e7f99defe8b94ab886a989b469360e8a,C2,6,240000,290000,230000
ebfef513e060995b99ef2e8e2f3c98f5,C3,7,120000,120000,130000
ebfef513e060995b99ef2e8e2f3c98f5,C3,0,80000,80000,80000
ebfef513e060995b99ef2e8e2f3c98f5,C3,8,60000,80000,50000
ebfef513e060995b99ef2e8e2f3c98f5,C3,9,170000,200000,170000
ebfef513e060995b99ef2e8e2f3c98f5,C3,4,60000,80000,60000
ebfef513e060995b99ef2e8e2f3c98f5,C3,1,60000,70000,60000
ebfef513e060995b99ef2e8e2f3c98f5,C3,2,90000,60000,100000
ebfef513e060995b99ef2e8e2f3c98f5,C3,3,90000,80000,90000
ebfef513e060995b99ef2e8e2f3c98f5,C3,6,240000,290000,250000
ebfef513e060995b99ef2e8e2f3c98f5,C3,5,60000,50000,70000
a8dcd6c3f3cbd2b6e6591ce0ac22e8aa,C4,7,120000,120000,160000
a8dcd6c3f3cbd2b6e6591ce0ac22e8aa,C4,0,80000,80000,60000
