worker_id,condition,q_id,model_pred,actual_price,user_model_pred,user_model_pred_conf,model_conf,final_pred,user_final_price_conf,step1_time,step2_time,step3_time
28e7e74a4858cfb609d1e84e12662dcd,C1,10,1.2,0.6,0.8,4,2,0.9,3,16835,4204,5035
28e7e74a4858cfb609d1e84e12662dcd,C1,11,1.5,-1,0.8,4,1,0.9,4,16087,22151,8213
c8de3436c0187cd3c6cdb8c2f2620d93,C2,7,1.7,1.7,2,3,4,1.8,3,11588,9363,8224
c8de3436c0187cd3c6cdb8c2f2620d93,C2,0,1,0.9,1.2,3,4,1.1,3,16076,5270,4795
c8de3436c0187cd3c6cdb8c2f2620d93,C2,6,1.3,1,2,3,3,1.6,3,11588,5638,5187
c8de3436c0187cd3c6cdb8c2f2620d93,C2,9,0.6,0.5,1.2,3,3,0.8,3,8327,6241,4592
c8de3436c0187cd3c6cdb8c2f2620d93,C2,3,1.6,1.8,1.6,3,3,1.6,3,7738,4466,3330
c8de3436c0187cd3c6cdb8c2f2620d93,C2,1,1.2,1.3,1.2,3,3,1.2,3,16328,3172,8571
c8de3436c0187cd3c6cdb8c2f2620d93,C2,8,1.3,1.6,1.4,3,3,1.3,3,17119,2958,3780
c8de3436c0187cd3c6cdb8c2f2620d93,C2,5,0.6,0.8,0.8,3,3,0.7,3,9125,3655,2647
c8de3436c0187cd3c6cdb8c2f2620d93,C2,4,0.6,0.6,0.9,3,3,0.8,3,7932,3724,3639
c8de3436c0187cd3c6cdb8c2f2620d93,C2,2,2,2.5,1.2,3,3,1.8,3,6902,3170,5011
c8de3436c0187cd3c6cdb8c2f2620d93,C2,10,1.1,0.6,1.2,3,3,1.2,3,7224,2116,5002
c8de3436c0187cd3c6cdb8c2f2620d93,C2,11,1.5,-1,1.6,3,3,1.6,3,6263,2652,2824
30176f13ae310124fe350e9a16ca591c,C3,7,1.7,1.7,1,5,1,1.1,5,68751,19677,9650
30176f13ae310124fe350e9a16ca591c,C3,6,1.3,1,1.5,4,2,1.4,5,50913,5581,11230
30176f13ae310124fe350e9a16ca591c,C3,4,0.6,0.6,0.7,1,1,0.8,5,26211,5957,8307
30176f13ae310124fe350e9a16ca591c,C3,8,1.3,1.6,1.3,2,5,1.3,5,30977,6725,7659
30176f13ae310124fe350e9a16ca591c,C3,3,1.6,1.8,1.5,4,5,1.5,5,37442,7147,7933
30176f13ae310124fe350e9a16ca591c,C3,5,0.6,0.8,0.5,2,3,0.5,5,32786,5353,7371
30176f13ae310124fe350e9a16ca591c,C3,9,0.6,0.5,0.9,4,1,0.8,5,25858,10565,8549
30176f13ae310124fe350e9a16ca591c,C3,2,2,2.5,1.6,5,1,1.6,5,54612,5652,6348
30176f13ae310124fe350e9a16ca591c,C3,1,1.2,1.3,1.3,2,4,1.2,3,25676,7884,9866
30176f13ae310124fe350e9a16ca591c,C3,0,1,0.9,0.9,5,5,0.9,5,20635,6022,7916
30176f13ae310124fe350e9a16ca591c,C3,10,1.1,0.6,1.1,2,5,1.1,5,25908,5146,5815
30176f13ae310124fe350e9a16ca591c,C3,11,1.5,-1,1.9,4,1,1.8,4,22016,7447,6590
171d6b581543dc1830485a53336631cb,C4,0,1,0.9,-1,-1,-1,0.8,4,16564,-1,-1
171d6b581543dc1830485a53336631cb,C4,9,0.6,0.5,-1,-1,-1,0.6,4,13034,-1,-1
171d6b581543dc1830485a53336631cb,C4,2,2,2.5,-1,-1,-1,2.5,4,10978,-1,-1
171d6b581543dc1830485a53336631cb,C4,5,0.6,0.8,-1,-1,-1,0.5,4,9516,-1,-1
171d6b581543dc1830485a53336631cb,C4,8,1.3,1.6,-1,-1,-1,1.2,4,15790,-1,-1
171d6b581543dc1830485a53336631cb,C4,3,1.6,1.8,-1,-1,-1,1.5,4,12596,-1,-1
171d6b581543dc1830485a53336631cb,C4,7,1.7,1.7,-1,-1,-1,1.5,4,11068,-1,-1
171d6b581543dc1830485a53336631cb,C4,4,0.6,0.6,-1,-1,-1,0.7,4,10378,-1,-1
171d6b581543dc1830485a53336631cb,C4,6,1.3,1,-1,-1,-1,0.9,3,10295,-1,-1
171d6b581543dc1830485a53336631cb,C4,1,1.2,1.3,-1,-1,-1,1,4,9874,-1,-1
171d6b581543dc1830485a53336631cb,C4,10,1.1,0.6,-1,-1,-1,0.5,4,16032,-1,-1
171d6b581543dc1830485a53336631cb,C4,11,1.5,-1,-1,-1,-1,0.8,4,15333,-1,-1
d33364d41b90570ed45ccbe4edf8b03d,C1,6,1.3,1,0.8,2,3,1.1,2,12363,6795,4791
d33364d41b90570ed45ccbe4edf8b03d,C1,1,1.2,1.3,1,3,5,1.2,4,24316,3129,4068
d33364d41b90570ed45ccbe4edf8b03d,C1,8,1.3,1.6,1,3,3,1.1,2,8067,2762,5066
d33364d41b90570ed45ccbe4edf8b03d,C1,7,1.7,1.7,1.7,3,5,1.7,4,5100,3556,7028
d33364d41b90570ed45ccbe4edf8b03d,C1,5,0.6,0.8,0.7,2,4,0.7,3,7300,2160,4634
d33364d41b90570ed45ccbe4edf8b03d,C1,9,0.6,0.5,0.9,3,3,0.8,4,12085,4238,3044
d33364d41b90570ed45ccbe4edf8b03d,C1,0,1,0.9,0.9,3,4,1,4,6560,2689,8275
d33364d41b90570ed45ccbe4edf8b03d,C1,2,2,2.5,1.6,4,4,1.9,4,4716,1976,3003
d33364d41b90570ed45ccbe4edf8b03d,C1,3,1.6,1.8,2.2,3,3,1.9,3,5101,2345,4612
d33364d41b90570ed45ccbe4edf8b03d,C1,4,0.6,0.6,1,2,3,0.7,3,3612,1871,2692
d33364d41b90570ed45ccbe4edf8b03d,C1,10,1.2,0.6,1.3,4,4,1.2,4,3483,3759,2762
d33364d41b90570ed45ccbe4edf8b03d,C1,11,1.5,-1,2.4,4,3,2,3,5891,2293,3357
a4e07e58050ba62f02345a9822f06835,C4,4,0.6,0.6,-1,-1,-1,0.8,3,15699,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,2,2,2.5,-1,-1,-1,2,2,11023,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,0,1,0.9,-1,-1,-1,1.2,3,9727,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,8,1.3,1.6,-1,-1,-1,1.4,2,9629,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,6,1.3,1,-1,-1,-1,1.3,3,8800,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,7,1.7,1.7,-1,-1,-1,1.3,3,12880,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,9,0.6,0.5,-1,-1,-1,0.6,4,13029,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,3,1.6,1.8,-1,-1,-1,1.2,3,6117,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,5,0.6,0.8,-1,-1,-1,0.6,4,7565,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,1,1.2,1.3,-1,-1,-1,1.1,4,6979,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,10,1.1,0.6,-1,-1,-1,1.2,4,9994,-1,-1
a4e07e58050ba62f02345a9822f06835,C4,11,1.5,-1,-1,-1,-1,1,4,6274,-1,-1
441fcf1457405b310a524cbf2f999a8a,C2,0,1,0.9,0.8,2,2,0.9,2,8688,7627,4801
441fcf1457405b310a524cbf2f999a8a,C2,7,1.7,1.7,1.3,3,2,1.9,2,6538,7463,4337
441fcf1457405b310a524cbf2f999a8a,C2,6,1.3,1,1.5,2,3,1.5,4,5220,2392,2704
441fcf1457405b310a524cbf2f999a8a,C2,5,0.6,0.8,0.7,2,3,0.6,2,6215,2170,6027
441fcf1457405b310a524cbf2f999a8a,C2,3,1.6,1.8,1.4,2,3,1.7,4,4391,4607,2920
441fcf1457405b310a524cbf2f999a8a,C2,9,0.6,0.5,0.8,2,2,0.7,3,5569,2386,2927
441fcf1457405b310a524cbf2f999a8a,C2,4,0.6,0.6,0.6,2,3,0.7,2,6276,2990,15398
441fcf1457405b310a524cbf2f999a8a,C2,2,2,2.5,2.2,2,2,2.3,3,6300,4302,3941
441fcf1457405b310a524cbf2f999a8a,C2,1,1.2,1.3,1.3,2,3,1.4,2,7168,1989,3522
441fcf1457405b310a524cbf2f999a8a,C2,8,1.3,1.6,1.4,2,3,1.5,2,40577,2988,4669
441fcf1457405b310a524cbf2f999a8a,C2,10,1.1,0.6,0.9,2,3,1,2,14175,2796,3445
441fcf1457405b310a524cbf2f999a8a,C2,11,1.5,-1,1,2,1,1.2,2,6252,5718,2713
333b3d3fbaba25e15184c8246fbdc9d9,C3,4,0.6,0.6,0.8,3,4,0.7,3,1103340,4136,3862
333b3d3fbaba25e15184c8246fbdc9d9,C3,7,1.7,1.7,1.3,2,3,1.4,3,4009,2619,5835
333b3d3fbaba25e15184c8246fbdc9d9,C3,8,1.3,1.6,1.1,3,3,1.1,4,2989,2044,2143
333b3d3fbaba25e15184c8246fbdc9d9,C3,9,0.6,0.5,1,3,3,0.8,3,3095,2017,2713
333b3d3fbaba25e15184c8246fbdc9d9,C3,3,1.6,1.8,0.8,4,3,0.9,2,2622,2063,3610
333b3d3fbaba25e15184c8246fbdc9d9,C3,6,1.3,1,1.4,3,3,0.9,4,5027,5827,7974
333b3d3fbaba25e15184c8246fbdc9d9,C3,5,0.6,0.8,1.5,4,3,1.1,4,5563,3435,3907
333b3d3fbaba25e15184c8246fbdc9d9,C3,1,1.2,1.3,0.9,2,2,1,3,2375,2391,2034
333b3d3fbaba25e15184c8246fbdc9d9,C3,0,1,0.9,1,2,2,1.2,2,3458,1757,4026
333b3d3fbaba25e15184c8246fbdc9d9,C3,2,2,2.5,0.9,3,3,1.2,4,2309,2850,3456
333b3d3fbaba25e15184c8246fbdc9d9,C3,10,1.1,0.6,1.6,2,3,1.5,3,3561,1801,3390
333b3d3fbaba25e15184c8246fbdc9d9,C3,11,1.5,-1,1.7,3,3,1.6,2,2678,1842,2725
6ebfc5d0def3832c59f5d495b7460cf6,C1,0,1,0.9,1,4,1,1.3,3,32537,12816,9970
6ebfc5d0def3832c59f5d495b7460cf6,C1,3,1.6,1.8,1.2,5,1,2.3,4,18943,13015,8774
6ebfc5d0def3832c59f5d495b7460cf6,C1,6,1.3,1,1.3,5,3,1.7,4,17012,4978,6215
6ebfc5d0def3832c59f5d495b7460cf6,C1,4,0.6,0.6,0.6,5,1,0.8,4,31341,4431,5762
6ebfc5d0def3832c59f5d495b7460cf6,C1,5,0.6,0.8,0.6,5,4,0.8,4,8716,6115,4928
6ebfc5d0def3832c59f5d495b7460cf6,C1,7,1.7,1.7,1.6,5,2,1.5,4,8798,5838,5480
6ebfc5d0def3832c59f5d495b7460cf6,C1,9,0.6,0.5,0.6,5,2,0.8,4,15632,4689,6249
6ebfc5d0def3832c59f5d495b7460cf6,C1,1,1.2,1.3,1.2,5,4,1.3,4,15002,4444,4815
6ebfc5d0def3832c59f5d495b7460cf6,C1,8,1.3,1.6,1.3,5,4,1.3,4,13740,2889,3252
6ebfc5d0def3832c59f5d495b7460cf6,C1,2,2,2.5,2,5,2,2.6,4,44221,2856,4027
6ebfc5d0def3832c59f5d495b7460cf6,C1,10,1.2,0.6,1.2,5,1,1,4,17685,3147,3218
6ebfc5d0def3832c59f5d495b7460cf6,C1,11,1.5,-1,1.5,5,2,1.9,4,17820,4104,4533
6260bf1052ab7b9c74706e8b9530e4be,C1,8,1.3,1.6,1.3,5,4,1.7,1,40915,14643,11568
6260bf1052ab7b9c74706e8b9530e4be,C1,3,1.6,1.8,1.2,5,3,1.5,1,35992,8742,16272
6260bf1052ab7b9c74706e8b9530e4be,C1,6,1.3,1,1.3,3,4,1.3,3,69797,4052,7285
6260bf1052ab7b9c74706e8b9530e4be,C1,9,0.6,0.5,0.6,4,4,0.6,4,13543,3580,3257
6260bf1052ab7b9c74706e8b9530e4be,C1,2,2,2.5,2,5,4,2.1,3,12987,2507,4035
6260bf1052ab7b9c74706e8b9530e4be,C1,5,0.6,0.8,0.6,5,4,0.5,2,16477,2350,5309
6260bf1052ab7b9c74706e8b9530e4be,C1,0,1,0.9,1,5,3,0.9,3,13091,4329,13175
6260bf1052ab7b9c74706e8b9530e4be,C1,4,0.6,0.6,0.6,5,4,0.6,4,9815,2361,2797
6260bf1052ab7b9c74706e8b9530e4be,C1,1,1.2,1.3,1.1,5,5,1.2,3,11207,18228,2768
6260bf1052ab7b9c74706e8b9530e4be,C1,7,1.7,1.7,1.7,5,4,1.7,4,84845,2897,2398
6260bf1052ab7b9c74706e8b9530e4be,C1,10,1.2,0.6,1.2,5,4,1.4,3,45070,2650,3796
6260bf1052ab7b9c74706e8b9530e4be,C1,11,1.5,-1,1.5,5,4,1.9,2,14281,2656,5219
c1a3f41cbcd94cc619d520ed68ec18a4,C2,3,1.6,1.8,1.4,2,4,1.5,2,7371,5482,6173
c1a3f41cbcd94cc619d520ed68ec18a4,C2,7,1.7,1.7,1.1,4,5,1.6,2,35704,3210,11644
c1a3f41cbcd94cc619d520ed68ec18a4,C2,5,0.6,0.8,0.8,3,2,0.7,4,6625,2886,5474
c1a3f41cbcd94cc619d520ed68ec18a4,C2,9,0.6,0.5,1,3,4,0.9,4,9555,3471,4232
c1a3f41cbcd94cc619d520ed68ec18a4,C2,0,1,0.9,0.8,3,3,0.8,5,7443,2666,3748
c1a3f41cbcd94cc619d520ed68ec18a4,C2,1,1.2,1.3,1.5,4,3,1.4,3,7744,2870,4409
c1a3f41cbcd94cc619d520ed68ec18a4,C2,6,1.3,1,1.5,4,3,1.4,4,7588,2786,4590
c1a3f41cbcd94cc619d520ed68ec18a4,C2,8,1.3,1.6,1.6,4,2,1.5,4,10178,4705,4246
c1a3f41cbcd94cc619d520ed68ec18a4,C2,4,0.6,0.6,0.7,2,5,0.6,5,8693,2942,3828
c1a3f41cbcd94cc619d520ed68ec18a4,C2,2,2,2.5,2.4,4,3,2.3,4,8156,3672,3758
c1a3f41cbcd94cc619d520ed68ec18a4,C2,10,1.1,0.6,0.7,3,2,0.9,4,12707,3964,4449
c1a3f41cbcd94cc619d520ed68ec18a4,C2,11,1.5,-1,1,4,5,1.2,4,8733,2827,5147
7b935a5fbbc73018679d460dcceb2d35,C4,6,1.3,1,-1,-1,-1,1.3,4,6408,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,0,1,0.9,-1,-1,-1,0.9,4,3930,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,8,1.3,1.6,-1,-1,-1,1.7,4,4331,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,9,0.6,0.5,-1,-1,-1,0.6,3,3701,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,2,2,2.5,-1,-1,-1,2,4,3687,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,5,0.6,0.8,-1,-1,-1,0.7,3,7687,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,3,1.6,1.8,-1,-1,-1,1.5,3,3549,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,1,1.2,1.3,-1,-1,-1,1.1,3,3842,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,4,0.6,0.6,-1,-1,-1,0.7,3,3703,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,7,1.7,1.7,-1,-1,-1,1.3,3,5085,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,10,1.1,0.6,-1,-1,-1,0.9,4,3707,-1,-1
7b935a5fbbc73018679d460dcceb2d35,C4,11,1.5,-1,-1,-1,-1,0.8,4,3294,-1,-1
03802571bf8fd8e4d424fac4e23cb22c,C0,4,0.6,0.6,0.7,4,3,0.7,4,10746,6913,10005
03802571bf8fd8e4d424fac4e23cb22c,C0,6,1.3,1,1.2,3,2,1.3,4,8545,5101,8059
03802571bf8fd8e4d424fac4e23cb22c,C0,0,1,0.9,1,3,5,1.1,4,7557,3634,4952
03802571bf8fd8e4d424fac4e23cb22c,C0,3,1.6,1.8,1.3,5,2,1.5,4,6690,4582,115518
03802571bf8fd8e4d424fac4e23cb22c,C0,9,0.6,0.5,0.7,5,3,0.7,5,9308,5093,38685
03802571bf8fd8e4d424fac4e23cb22c,C0,2,2,2.5,1.8,4,3,2,5,6816,4576,4599
03802571bf8fd8e4d424fac4e23cb22c,C0,1,1.2,1.3,1.3,4,3,1.3,5,5511,2517,4674
03802571bf8fd8e4d424fac4e23cb22c,C0,8,1.3,1.6,1.8,4,5,1.4,4,6312,5421,5111
03802571bf8fd8e4d424fac4e23cb22c,C0,5,0.6,0.8,0.6,4,5,0.6,5,12325,3179,3471
03802571bf8fd8e4d424fac4e23cb22c,C0,7,1.7,1.7,1.7,4,5,1.7,5,5921,2209,3690
03802571bf8fd8e4d424fac4e23cb22c,C0,10,1.2,0.6,0.8,4,4,1.1,4,6232,2521,6146
03802571bf8fd8e4d424fac4e23cb22c,C0,11,1.5,-1,1.3,4,3,1.4,5,7107,3681,3240
bf193fcd9ee42c06313f727043fdb4a6,C4,5,0.6,0.8,-1,-1,-1,0.4,4,5999,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,8,1.3,1.6,-1,-1,-1,1.6,4,4681,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,9,0.6,0.5,-1,-1,-1,1.5,4,2716,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,7,1.7,1.7,-1,-1,-1,2,5,3491,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,4,0.6,0.6,-1,-1,-1,1.2,3,4125,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,6,1.3,1,-1,-1,-1,2,3,5712,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,3,1.6,1.8,-1,-1,-1,1.6,3,2917,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,1,1.2,1.3,-1,-1,-1,1.1,3,3243,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,0,1,0.9,-1,-1,-1,1,3,3100,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,2,2,2.5,-1,-1,-1,2.5,4,3587,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,10,1.1,0.6,-1,-1,-1,0.8,3,4496,-1,-1
bf193fcd9ee42c06313f727043fdb4a6,C4,11,1.5,-1,-1,-1,-1,0.8,3,2512,-1,-1
0c6ba11ce360aafc1e3de6cdf5599f89,C3,9,0.6,0.5,1,2,5,0.8,4,52015,11446,8176
0c6ba11ce360aafc1e3de6cdf5599f89,C3,2,2,2.5,0.8,2,5,1.8,4,15619,4699,5573
0c6ba11ce360aafc1e3de6cdf5599f89,C3,5,0.6,0.8,0.8,2,4,0.8,4,20932,2670,4114
0c6ba11ce360aafc1e3de6cdf5599f89,C3,6,1.3,1,0.6,2,4,1.2,4,18066,3363,12460
0c6ba11ce360aafc1e3de6cdf5599f89,C3,4,0.6,0.6,0.8,3,3,0.8,3,11189,4646,3331
0c6ba11ce360aafc1e3de6cdf5599f89,C3,8,1.3,1.6,1,3,3,1.2,3,12423,2176,3099
0c6ba11ce360aafc1e3de6cdf5599f89,C3,0,1,0.9,0.9,3,4,1,4,6026,4573,4182
0c6ba11ce360aafc1e3de6cdf5599f89,C3,1,1.2,1.3,1.2,3,5,1.2,4,14518,3733,3544
0c6ba11ce360aafc1e3de6cdf5599f89,C3,3,1.6,1.8,1.2,3,4,1.8,3,7031,2558,4526
0c6ba11ce360aafc1e3de6cdf5599f89,C3,7,1.7,1.7,1.4,4,4,1.6,4,6498,2361,2526
0c6ba11ce360aafc1e3de6cdf5599f89,C3,10,1.1,0.6,0.8,3,4,1,4,8264,2121,2933
0c6ba11ce360aafc1e3de6cdf5599f89,C3,11,1.5,-1,0.9,3,3,1.3,4,12909,2816,2673
098ab46cad43b9e7c5962da191297348,C1,9,0.6,0.5,0.6,5,3,0.7,2,41903,15639,14726
098ab46cad43b9e7c5962da191297348,C1,7,1.7,1.7,1.7,4,2,2.1,3,43137,6016,11400
098ab46cad43b9e7c5962da191297348,C1,0,1,0.9,1.1,4,3,0.9,2,32284,18915,8748
098ab46cad43b9e7c5962da191297348,C1,1,1.2,1.3,1.2,4,4,1.2,3,38671,14494,3826
098ab46cad43b9e7c5962da191297348,C1,2,2,2.5,2,4,3,1.9,3,29406,18075,6456
098ab46cad43b9e7c5962da191297348,C1,8,1.3,1.6,1.3,4,3,1.1,2,25358,11422,6548
098ab46cad43b9e7c5962da191297348,C1,5,0.6,0.8,0.6,5,2,0.8,2,46818,3589,5578
098ab46cad43b9e7c5962da191297348,C1,6,1.3,1,1.3,5,3,1.1,2,22005,14252,5298
098ab46cad43b9e7c5962da191297348,C1,3,1.6,1.8,1.6,5,4,1.6,3,26807,15505,4727
098ab46cad43b9e7c5962da191297348,C1,4,0.6,0.6,0.6,5,4,0.6,3,20622,11744,4074
098ab46cad43b9e7c5962da191297348,C1,10,1.2,0.6,1.2,5,2,0.8,3,31290,13737,6909
