worker_id,condition,q_id,model_pred,actual_price,user_model_pred,user_model_pred_conf,model_conf,final_pred,user_final_price_conf
0a9fa010f298c6c0273f2951db83e6d0,C3,3,1.6,1.8,0.9,2,3,1.3,2
0a9fa010f298c6c0273f2951db83e6d0,C3,4,0.6,0.6,0.7,4,2,0.7,5
0a9fa010f298c6c0273f2951db83e6d0,C3,5,0.6,0.8,0.6,2,5,0.6,5
0a9fa010f298c6c0273f2951db83e6d0,C3,6,1.3,1,1.2,4,4,1.3,4
0a9fa010f298c6c0273f2951db83e6d0,C3,7,1.7,1.7,0.8,2,4,1.4,3
0a9fa010f298c6c0273f2951db83e6d0,C3,8,1.3,1.6,0.9,4,4,1.5,3
0a9fa010f298c6c0273f2951db83e6d0,C3,9,0.6,0.5,0.6,2,5,0.6,5
0a9fa010f298c6c0273f2951db83e6d0,C3,10,1.1,0.6,0.7,4,2,0.8,3
0a9fa010f298c6c0273f2951db83e6d0,C3,11,1.5,-1,0.8,3,5,1.4,2
b3e43941052f38d39f9edf9714317bfc,C3,0,1,0.9,1.8,5,4,1.7,5
b3e43941052f38d39f9edf9714317bfc,C3,1,1.2,1.3,2.1,4,2,1.7,5
b3e43941052f38d39f9edf9714317bfc,C3,2,2,2.5,2.1,4,3,1.7,5
b3e43941052f38d39f9edf9714317bfc,C3,3,1.6,1.8,1.4,3,4,2,5
b3e43941052f38d39f9edf9714317bfc,C3,4,0.6,0.6,1.5,3,4,1.7,5
b3e43941052f38d39f9edf9714317bfc,C3,5,0.6,0.8,1.3,4,3,1.8,5
b3e43941052f38d39f9edf9714317bfc,C3,6,1.3,1,1.5,4,3,1.5,4
b3e43941052f38d39f9edf9714317bfc,C3,7,1.7,1.7,1.8,5,3,1.5,5
b3e43941052f38d39f9edf9714317bfc,C3,8,1.3,1.6,1.8,4,3,1.8,5
b3e43941052f38d39f9edf9714317bfc,C3,9,0.6,0.5,1.3,4,4,1.7,5
b3e43941052f38d39f9edf9714317bfc,C3,10,1.1,0.6,1.5,3,5,1,3
b3e43941052f38d39f9edf9714317bfc,C3,11,1.5,-1,1.7,4,2,1.5,4
c488f0a5f80e37a669edee83d1e4ae26,C1,0,1,0.9,1,4,3,1,3
c488f0a5f80e37a669edee83d1e4ae26,C1,1,1.2,1.3,1.1,2,2,1.3,3
c488f0a5f80e37a669edee83d1e4ae26,C1,2,2,2.5,2.1,4,2,1.9,2
c488f0a5f80e37a669edee83d1e4ae26,C1,3,1.6,1.8,1.6,4,2,1.4,3
c488f0a5f80e37a669edee83d1e4ae26,C1,4,0.6,0.6,0.6,4,4,0.6,3
c488f0a5f80e37a669edee83d1e4ae26,C1,5,0.6,0.8,0.6,4,2,0.8,3
c488f0a5f80e37a669edee83d1e4ae26,C1,6,1.3,1,1.3,4,2,1.2,3
c488f0a5f80e37a669edee83d1e4ae26,C1,7,1.7,1.7,1.6,5,3,1.8,3
c488f0a5f80e37a669edee83d1e4ae26,C1,8,1.3,1.6,1.3,4,2,1.6,4
c488f0a5f80e37a669edee83d1e4ae26,C1,9,0.6,0.5,0.6,4,4,0.6,4
c488f0a5f80e37a669edee83d1e4ae26,C1,10,1.2,0.6,1.2,4,2,1.1,3
c488f0a5f80e37a669edee83d1e4ae26,C1,11,1.5,-1,1.6,3,1,1.9,4
4fc1192c0db8f6721ea04fd7e5633f15,C4,0,1.5,0.9,-1,-1,-1,0.8,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,1,1.5,1.3,-1,-1,-1,1.7,2
4fc1192c0db8f6721ea04fd7e5633f15,C4,2,1.5,2.5,-1,-1,-1,2,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,3,1.5,1.8,-1,-1,-1,2.1,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,4,1.5,0.6,-1,-1,-1,1.2,2
4fc1192c0db8f6721ea04fd7e5633f15,C4,5,1.5,0.8,-1,-1,-1,0.8,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,6,1.5,1,-1,-1,-1,1.7,4
4fc1192c0db8f6721ea04fd7e5633f15,C4,7,1.5,1.7,-1,-1,-1,1.7,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,8,1.5,1.6,-1,-1,-1,1.7,4
4fc1192c0db8f6721ea04fd7e5633f15,C4,9,1.5,0.5,-1,-1,-1,1,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,10,1.5,0.6,-1,-1,-1,1,3
4fc1192c0db8f6721ea04fd7e5633f15,C4,11,1.5,-1,-1,-1,-1,1.1,2
9ad0c0b80dec007f9515f8c7d33609ba,C4,0,1.5,0.9,-1,-1,-1,1,4
9ad0c0b80dec007f9515f8c7d33609ba,C4,1,1.5,1.3,-1,-1,-1,1.2,3
9ad0c0b80dec007f9515f8c7d33609ba,C4,2,1.5,2.5,-1,-1,-1,1.9,4
9ad0c0b80dec007f9515f8c7d33609ba,C4,3,1.5,1.8,-1,-1,-1,1.5,4
9ad0c0b80dec007f9515f8c7d33609ba,C4,4,1.5,0.6,-1,-1,-1,0.7,3
9ad0c0b80dec007f9515f8c7d33609ba,C4,5,1.5,0.8,-1,-1,-1,0.6,2
9ad0c0b80dec007f9515f8c7d33609ba,C4,6,1.5,1,-1,-1,-1,1.1,2
9ad0c0b80dec007f9515f8c7d33609ba,C4,7,1.5,1.7,-1,-1,-1,1.9,4
9ad0c0b80dec007f9515f8c7d33609ba,C4,8,1.5,1.6,-1,-1,-1,1.4,4
9ad0c0b80dec007f9515f8c7d33609ba,C4,9,1.5,0.5,-1,-1,-1,0.9,3
9ad0c0b80dec007f9515f8c7d33609ba,C4,10,1.5,0.6,-1,-1,-1,1.3,4
9ad0c0b80dec007f9515f8c7d33609ba,C4,11,1.5,-1,-1,-1,-1,1.8,3
3aa146d1b129d194e949c2524f6c688c,C0,0,1,0.9,1,4,4,1,3
3aa146d1b129d194e949c2524f6c688c,C0,1,1.2,1.3,1.1,4,3,1.1,2
3aa146d1b129d194e949c2524f6c688c,C0,2,2,2.5,2,3,3,2.1,2
3aa146d1b129d194e949c2524f6c688c,C0,3,1.6,1.8,1.5,4,3,1.8,2
3aa146d1b129d194e949c2524f6c688c,C0,4,0.6,0.6,0.6,4,3,0.4,1
3aa146d1b129d194e949c2524f6c688c,C0,5,0.6,0.8,0.6,5,3,0.8,1
3aa146d1b129d194e949c2524f6c688c,C0,6,1.3,1,1.3,5,3,1.1,1
3aa146d1b129d194e949c2524f6c688c,C0,7,1.7,1.7,1.6,4,3,2,1
3aa146d1b129d194e949c2524f6c688c,C0,8,1.3,1.6,1.3,5,3,1.2,1
3aa146d1b129d194e949c2524f6c688c,C0,9,0.6,0.5,0.6,5,3,0.8,1
3aa146d1b129d194e949c2524f6c688c,C0,10,1.2,0.6,1.2,4,3,1,1
3aa146d1b129d194e949c2524f6c688c,C0,11,1.5,-1,1.2,3,3,1.4,1
d76c292aac891f490273498d4da1fe04,C1,0,1,0.9,1.4,4,2,1.2,3
d76c292aac891f490273498d4da1fe04,C1,1,1.2,1.3,1.1,3,3,1.2,3
d76c292aac891f490273498d4da1fe04,C1,2,2,2.5,1.1,3,3,1.8,2
d76c292aac891f490273498d4da1fe04,C1,3,1.6,1.8,1.2,2,3,1.4,2
d76c292aac891f490273498d4da1fe04,C1,4,0.6,0.6,1.2,3,2,0.7,2
d76c292aac891f490273498d4da1fe04,C1,5,0.6,0.8,1.7,3,2,0.6,3
d76c292aac891f490273498d4da1fe04,C1,6,1.3,1,0.7,2,3,1.2,3
d76c292aac891f490273498d4da1fe04,C1,7,1.7,1.7,1.9,3,3,1.7,4
d76c292aac891f490273498d4da1fe04,C1,8,1.3,1.6,2.2,4,3,1.2,4
d76c292aac891f490273498d4da1fe04,C1,9,0.6,0.5,1.1,3,3,0.6,3
d76c292aac891f490273498d4da1fe04,C1,10,1.2,0.6,1.2,3,3,1.2,3
d76c292aac891f490273498d4da1fe04,C1,11,1.5,-1,1,3,3,1.4,3
08064fcec74dbe96891a63d20cf9b1bf,C1,0,1,0.9,1.2,1,4,1.1,3
08064fcec74dbe96891a63d20cf9b1bf,C1,1,1.2,1.3,1.9,3,5,1.6,3
08064fcec74dbe96891a63d20cf9b1bf,C1,2,2,2.5,1.1,4,2,1.5,3
08064fcec74dbe96891a63d20cf9b1bf,C1,3,1.6,1.8,1.3,1,4,1.4,3
08064fcec74dbe96891a63d20cf9b1bf,C1,4,0.6,0.6,1.4,4,4,1.1,2
08064fcec74dbe96891a63d20cf9b1bf,C1,5,0.6,0.8,0.6,4,5,0.6,4
08064fcec74dbe96891a63d20cf9b1bf,C1,6,1.3,1,1,2,4,1.1,3
08064fcec74dbe96891a63d20cf9b1bf,C1,7,1.7,1.7,1.1,3,4,1.4,4
08064fcec74dbe96891a63d20cf9b1bf,C1,8,1.3,1.6,0.9,2,2,1.1,2
08064fcec74dbe96891a63d20cf9b1bf,C1,9,0.6,0.5,0.6,3,5,0.6,4
08064fcec74dbe96891a63d20cf9b1bf,C1,10,1.2,0.6,0.9,3,2,1.1,3
08064fcec74dbe96891a63d20cf9b1bf,C1,11,1.5,-1,0.9,2,4,1,3
e62dc5d4b41825b67708ba189c514f46,C2,0,1,0.9,0.8,5,4,1.1,3
e62dc5d4b41825b67708ba189c514f46,C2,1,1.2,1.3,1.1,4,4,1,5
e62dc5d4b41825b67708ba189c514f46,C2,2,2,2.5,1.2,5,2,2.1,5
e62dc5d4b41825b67708ba189c514f46,C2,3,1.6,1.8,1.5,4,4,1.4,4
e62dc5d4b41825b67708ba189c514f46,C2,4,0.6,0.6,1,4,4,1,4
e62dc5d4b41825b67708ba189c514f46,C2,5,0.6,0.8,0.7,3,4,0.8,3
e62dc5d4b41825b67708ba189c514f46,C2,6,1.3,1,1.2,4,3,1.3,4
e62dc5d4b41825b67708ba189c514f46,C2,7,1.7,1.7,1.4,4,3,1.5,4
e62dc5d4b41825b67708ba189c514f46,C2,8,1.3,1.6,1.1,5,5,1.1,4
e62dc5d4b41825b67708ba189c514f46,C2,9,0.6,0.5,1,4,4,0.9,4
e62dc5d4b41825b67708ba189c514f46,C2,10,1.1,0.6,1.1,4,5,1.1,5
e62dc5d4b41825b67708ba189c514f46,C2,11,1.5,-1,1.2,4,4,1.3,3
859bb0cfe56909065e26ba02105d0a29,C4,0,1.5,0.9,-1,-1,-1,1.6,4
859bb0cfe56909065e26ba02105d0a29,C4,1,1.5,1.3,-1,-1,-1,1.9,4
859bb0cfe56909065e26ba02105d0a29,C4,2,1.5,2.5,-1,-1,-1,2.4,3
859bb0cfe56909065e26ba02105d0a29,C4,3,1.5,1.8,-1,-1,-1,1.5,4
859bb0cfe56909065e26ba02105d0a29,C4,4,1.5,0.6,-1,-1,-1,0.7,4
859bb0cfe56909065e26ba02105d0a29,C4,5,1.5,0.8,-1,-1,-1,0.5,3
859bb0cfe56909065e26ba02105d0a29,C4,6,1.5,1,-1,-1,-1,1.1,4
859bb0cfe56909065e26ba02105d0a29,C4,7,1.5,1.7,-1,-1,-1,1.4,4
859bb0cfe56909065e26ba02105d0a29,C4,8,1.5,1.6,-1,-1,-1,1.7,4
859bb0cfe56909065e26ba02105d0a29,C4,9,1.5,0.5,-1,-1,-1,0.7,4
859bb0cfe56909065e26ba02105d0a29,C4,10,1.5,0.6,-1,-1,-1,0.9,4
859bb0cfe56909065e26ba02105d0a29,C4,11,1.5,-1,-1,-1,-1,1,4
9461fc0797b3a535b020b2406552183e,C3,0,1,0.9,1.6,2,1,1.3,4
9461fc0797b3a535b020b2406552183e,C3,1,1.2,1.3,1.4,2,3,1.3,4
9461fc0797b3a535b020b2406552183e,C3,2,2,2.5,0.9,1,1,1.5,4
9461fc0797b3a535b020b2406552183e,C3,3,1.6,1.8,1.7,1,4,1.8,4
9461fc0797b3a535b020b2406552183e,C3,4,0.6,0.6,1.6,3,1,1,4
9461fc0797b3a535b020b2406552183e,C3,5,0.6,0.8,1.2,2,1,0.8,4
9461fc0797b3a535b020b2406552183e,C3,6,1.3,1,1.1,3,2,1.2,4
9461fc0797b3a535b020b2406552183e,C3,7,1.7,1.7,0.9,3,1,1.5,5
9461fc0797b3a535b020b2406552183e,C3,8,1.3,1.6,1.2,2,4,1.3,4
9461fc0797b3a535b020b2406552183e,C3,9,0.6,0.5,1.1,3,1,0.9,4
9461fc0797b3a535b020b2406552183e,C3,10,1.1,0.6,0.9,2,2,1,4
9461fc0797b3a535b020b2406552183e,C3,11,1.5,-1,1.1,2,2,1.4,4
a682a174d3fffc106ef4e0118afe993c,C0,0,1,0.9,1.1,2,2,1.1,4
a682a174d3fffc106ef4e0118afe993c,C0,1,1.2,1.3,1.2,2,2,1.4,4
a682a174d3fffc106ef4e0118afe993c,C0,2,2,2.5,1.8,2,4,2,4
a682a174d3fffc106ef4e0118afe993c,C0,3,1.6,1.8,1.3,2,4,1.6,4
a682a174d3fffc106ef4e0118afe993c,C0,4,0.6,0.6,0.7,2,4,0.7,4
a682a174d3fffc106ef4e0118afe993c,C0,5,0.6,0.8,0.6,3,2,0.7,4
a682a174d3fffc106ef4e0118afe993c,C0,6,1.3,1,1.4,2,2,1.4,4
a682a174d3fffc106ef4e0118afe993c,C0,7,1.7,1.7,1.3,2,4,1.7,4
a682a174d3fffc106ef4e0118afe993c,C0,8,1.3,1.6,1.6,2,2,1.5,4
a682a174d3fffc106ef4e0118afe993c,C0,9,0.6,0.5,0.6,4,2,0.7,4
a682a174d3fffc106ef4e0118afe993c,C0,10,1.2,0.6,0.9,2,2,1.1,4
a682a174d3fffc106ef4e0118afe993c,C0,11,1.5,-1,0.9,4,1,1.2,4
3ceaf77e7697d71e8261de95605dd5fa,C3,0,1,0.9,0.8,2,3,0.9,4
3ceaf77e7697d71e8261de95605dd5fa,C3,1,1.2,1.3,1.1,3,3,1.4,4
3ceaf77e7697d71e8261de95605dd5fa,C3,2,2,2.5,2,3,1,2.3,4
3ceaf77e7697d71e8261de95605dd5fa,C3,3,1.6,1.8,1.6,4,3,1.5,4
3ceaf77e7697d71e8261de95605dd5fa,C3,4,0.6,0.6,1,3,2,0.9,3
3ceaf77e7697d71e8261de95605dd5fa,C3,5,0.6,0.8,0.3,2,3,0.4,3
3ceaf77e7697d71e8261de95605dd5fa,C3,6,1.3,1,0.7,2,3,1.1,3
3ceaf77e7697d71e8261de95605dd5fa,C3,7,1.7,1.7,1.4,4,4,1.6,4
3ceaf77e7697d71e8261de95605dd5fa,C3,8,1.3,1.6,0.9,3,3,1.2,2
3ceaf77e7697d71e8261de95605dd5fa,C3,9,0.6,0.5,0.7,2,2,0.8,3
3ceaf77e7697d71e8261de95605dd5fa,C3,10,1.1,0.6,0.6,5,3,0.8,4
3ceaf77e7697d71e8261de95605dd5fa,C3,11,1.5,-1,1,3,4,1.3,4
688765f31cbc12746afded5e0926160b,C3,0,1,0.9,1,3,4,0.9,2
688765f31cbc12746afded5e0926160b,C3,1,1.2,1.3,1.2,4,4,1.3,2
688765f31cbc12746afded5e0926160b,C3,2,2,2.5,2,5,4,2.1,2
688765f31cbc12746afded5e0926160b,C3,3,1.6,1.8,1.6,5,5,1.6,4
688765f31cbc12746afded5e0926160b,C3,4,0.6,0.6,0.7,4,1,0.8,3
688765f31cbc12746afded5e0926160b,C3,5,0.6,0.8,0.6,4,2,0.7,2
688765f31cbc12746afded5e0926160b,C3,6,1.3,1,1.3,5,5,1.3,4
688765f31cbc12746afded5e0926160b,C3,7,1.7,1.7,1.7,5,2,1.8,2
688765f31cbc12746afded5e0926160b,C3,8,1.3,1.6,1.3,5,3,1.3,2
688765f31cbc12746afded5e0926160b,C3,9,0.6,0.5,0.6,4,1,0.8,1
688765f31cbc12746afded5e0926160b,C3,10,1.1,0.6,1.3,5,2,1.2,3
688765f31cbc12746afded5e0926160b,C3,11,1.5,-1,1.5,5,3,1.5,4
9519fced94304f987cf5b9714105b33b,C1,0,1,0.9,0.7,2,3,0.8,3
9519fced94304f987cf5b9714105b33b,C1,1,1.2,1.3,0.7,3,4,1.2,4
9519fced94304f987cf5b9714105b33b,C1,2,2,2.5,2,5,5,2,4
9519fced94304f987cf5b9714105b33b,C1,3,1.6,1.8,0.9,3,3,1.2,3
9519fced94304f987cf5b9714105b33b,C1,4,0.6,0.6,0.9,4,2,0.8,3
9519fced94304f987cf5b9714105b33b,C1,5,0.6,0.8,0.6,4,4,0.6,4
9519fced94304f987cf5b9714105b33b,C1,6,1.3,1,1,3,2,1.1,3
9519fced94304f987cf5b9714105b33b,C1,7,1.7,1.7,1.2,3,3,1.4,3
9519fced94304f987cf5b9714105b33b,C1,8,1.3,1.6,1.3,4,4,1.3,3
9519fced94304f987cf5b9714105b33b,C1,9,0.6,0.5,0.7,4,2,0.8,3
9519fced94304f987cf5b9714105b33b,C1,10,1.2,0.6,1.2,4,3,1.3,3
9519fced94304f987cf5b9714105b33b,C1,11,1.5,-1,1.5,5,4,1.4,4
af63568170d1fb8ec6c0851e4d808a99,C2,0,1,0.9,1.2,3,2,1.1,4
af63568170d1fb8ec6c0851e4d808a99,C2,1,1.2,1.3,1.3,3,4,1.2,5
af63568170d1fb8ec6c0851e4d808a99,C2,2,2,2.5,2.2,4,2,2.3,5
af63568170d1fb8ec6c0851e4d808a99,C2,3,1.6,1.8,1.4,2,2,1.3,3
af63568170d1fb8ec6c0851e4d808a99,C2,4,0.6,0.6,0.9,4,1,0.8,5
af63568170d1fb8ec6c0851e4d808a99,C2,5,0.6,0.8,0.9,4,1,0.8,4
af63568170d1fb8ec6c0851e4d808a99,C2,6,1.3,1,1.4,4,2,1.5,4
af63568170d1fb8ec6c0851e4d808a99,C2,7,1.7,1.7,1.7,3,5,1.7,5
af63568170d1fb8ec6c0851e4d808a99,C2,8,1.3,1.6,1.2,2,3,1.5,4
af63568170d1fb8ec6c0851e4d808a99,C2,9,0.6,0.5,0.7,4,1,0.9,3
af63568170d1fb8ec6c0851e4d808a99,C2,10,1.1,0.6,1,4,4,1.2,5
af63568170d1fb8ec6c0851e4d808a99,C2,11,1.5,-1,1.4,4,4,1.6,5
83b08179b02bb3e2e0b2cb0a861fa6df,C0,0,1,0.9,1,4,4,0.9,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,1,1.2,1.3,1.3,4,3,1.1,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,2,2,2.5,1.4,3,3,1.4,4
83b08179b02bb3e2e0b2cb0a861fa6df,C0,3,1.6,1.8,1.2,3,4,1.4,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,4,0.6,0.6,1.3,3,3,1,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,5,0.6,0.8,0.6,3,4,0.7,4
83b08179b02bb3e2e0b2cb0a861fa6df,C0,6,1.3,1,1.2,3,3,1.2,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,7,1.7,1.7,1.2,4,3,1.2,4
83b08179b02bb3e2e0b2cb0a861fa6df,C0,8,1.3,1.6,1,3,3,1.2,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,9,0.6,0.5,1,3,3,0.9,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,10,1.2,0.6,1.2,3,3,1.2,3
83b08179b02bb3e2e0b2cb0a861fa6df,C0,11,1.5,-1,1.4,3,4,1.4,4
69fc34234dfa7c742d4608a072cebe49,C0,0,1,0.9,0.7,4,2,1.1,3
69fc34234dfa7c742d4608a072cebe49,C0,1,1.2,1.3,1.2,3,5,1.2,5
69fc34234dfa7c742d4608a072cebe49,C0,2,2,2.5,1.4,4,3,1.6,5
69fc34234dfa7c742d4608a072cebe49,C0,3,1.6,1.8,1.1,3,2,1.6,3
69fc34234dfa7c742d4608a072cebe49,C0,4,0.6,0.6,1,4,2,1,4
69fc34234dfa7c742d4608a072cebe49,C0,5,0.6,0.8,0.5,5,4,0.5,5
69fc34234dfa7c742d4608a072cebe49,C0,6,1.3,1,0.9,4,2,1.1,3
69fc34234dfa7c742d4608a072cebe49,C0,7,1.7,1.7,1.2,3,5,1.5,3
69fc34234dfa7c742d4608a072cebe49,C0,8,1.3,1.6,1.4,4,3,1.7,5
69fc34234dfa7c742d4608a072cebe49,C0,9,0.6,0.5,1.2,4,2,0.8,3
69fc34234dfa7c742d4608a072cebe49,C0,10,1.2,0.6,0.4,4,1,0.8,3
69fc34234dfa7c742d4608a072cebe49,C0,11,1.5,-1,1.5,5,5,1.5,4
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,0,1.5,0.9,-1,-1,-1,0.8,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,1,1.5,1.3,-1,-1,-1,0.5,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,2,1.5,2.5,-1,-1,-1,3,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,3,1.5,1.8,-1,-1,-1,1.7,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,4,1.5,0.6,-1,-1,-1,0.6,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,5,1.5,0.8,-1,-1,-1,0.5,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,6,1.5,1,-1,-1,-1,1.1,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,7,1.5,1.7,-1,-1,-1,1.1,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,8,1.5,1.6,-1,-1,-1,1,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,9,1.5,0.5,-1,-1,-1,0.6,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,10,1.5,0.6,-1,-1,-1,1,5
9f7c67f828bb8ceff2df3ef007dcd9c3,C4,11,1.5,-1,-1,-1,-1,0.9,5
68bac92a11189512d7e164f3d8c0aa2d,C1,0,1,0.9,0.9,4,3,0.8,3
68bac92a11189512d7e164f3d8c0aa2d,C1,1,1.2,1.3,1.1,4,4,1.2,4
68bac92a11189512d7e164f3d8c0aa2d,C1,2,2,2.5,2,4,3,2.3,4
68bac92a11189512d7e164f3d8c0aa2d,C1,3,1.6,1.8,1.5,5,4,1.6,4
68bac92a11189512d7e164f3d8c0aa2d,C1,4,0.6,0.6,0.6,5,4,0.6,4
68bac92a11189512d7e164f3d8c0aa2d,C1,5,0.6,0.8,0.6,5,4,0.6,4
68bac92a11189512d7e164f3d8c0aa2d,C1,6,1.3,1,1.3,4,2,1.1,3
68bac92a11189512d7e164f3d8c0aa2d,C1,7,1.7,1.7,1.7,5,3,1.5,4
68bac92a11189512d7e164f3d8c0aa2d,C1,8,1.3,1.6,1.3,5,4,1.2,4
68bac92a11189512d7e164f3d8c0aa2d,C1,9,0.6,0.5,0.6,5,5,0.6,5
68bac92a11189512d7e164f3d8c0aa2d,C1,10,1.2,0.6,1.2,5,2,0.9,4
68bac92a11189512d7e164f3d8c0aa2d,C1,11,1.5,-1,1.5,5,1,0.8,3
62ee3b8f69ebd1603ed600849a373abe,C1,0,1,0.9,1,4,4,1.1,4
62ee3b8f69ebd1603ed600849a373abe,C1,1,1.2,1.3,1.2,4,4,0.9,4
62ee3b8f69ebd1603ed600849a373abe,C1,2,2,2.5,2,4,4,1.9,4
62ee3b8f69ebd1603ed600849a373abe,C1,3,1.6,1.8,1.6,5,4,1.7,4
62ee3b8f69ebd1603ed600849a373abe,C1,4,0.6,0.6,0.6,4,5,0.6,5
62ee3b8f69ebd1603ed600849a373abe,C1,5,0.6,0.8,0.9,4,3,0.9,3
62ee3b8f69ebd1603ed600849a373abe,C1,6,1.3,1,1.3,5,5,1.3,5
62ee3b8f69ebd1603ed600849a373abe,C1,7,1.7,1.7,1.7,4,4,1.9,4
62ee3b8f69ebd1603ed600849a373abe,C1,8,1.3,1.6,1.3,5,4,1.4,4
62ee3b8f69ebd1603ed600849a373abe,C1,9,0.6,0.5,0.6,5,4,0.8,4
62ee3b8f69ebd1603ed600849a373abe,C1,10,1.2,0.6,1.2,5,4,1.4,4
62ee3b8f69ebd1603ed600849a373abe,C1,11,1.5,-1,0.8,5,3,1.1,4
41e7e803d1a16473c811c0b221c47ca7,C4,0,1.5,0.9,-1,-1,-1,1.2,1
41e7e803d1a16473c811c0b221c47ca7,C4,1,1.5,1.3,-1,-1,-1,1.5,1
41e7e803d1a16473c811c0b221c47ca7,C4,2,1.5,2.5,-1,-1,-1,2.3,2
41e7e803d1a16473c811c0b221c47ca7,C4,3,1.5,1.8,-1,-1,-1,1.6,1
41e7e803d1a16473c811c0b221c47ca7,C4,4,1.5,0.6,-1,-1,-1,0.7,3
41e7e803d1a16473c811c0b221c47ca7,C4,5,1.5,0.8,-1,-1,-1,0.5,2
41e7e803d1a16473c811c0b221c47ca7,C4,6,1.5,1,-1,-1,-1,2,3
41e7e803d1a16473c811c0b221c47ca7,C4,7,1.5,1.7,-1,-1,-1,2,2
41e7e803d1a16473c811c0b221c47ca7,C4,8,1.5,1.6,-1,-1,-1,2.3,1
41e7e803d1a16473c811c0b221c47ca7,C4,9,1.5,0.5,-1,-1,-1,0.5,3
41e7e803d1a16473c811c0b221c47ca7,C4,10,1.5,0.6,-1,-1,-1,0.9,2
